chaps_id,birthdate,sire_id,dam_id,regnum,elecid,regname,sex,sex_date,breed,birth_weight,calving_ease,state
40038,5/6/1962,REDCOPPR,,9319,,,8,,AR,,,
10475,1/1/1996,127,C3360,,,,8,,AN,,,
10476,1/1/1996,127,D4326,,,,8,,AN,,,
10477,1/1/1996,132,C3057,,,,8,,AN,,,
10478,1/1/1995,127,Y9X01,,,,8,,AN,,,
10479,1/1/1996,132,D4348,,,,8,,AN,,,
10480,1/1/1996,127,C3362,,,,8,,AN,,,
10481,,,,,,,8,,,,,
10482,1/1/1995,132,C3379,,,,8,,AN,,,
10483,1/1/1996,127,C3060,,,,8,,AN,,,
10484,1/1/1996,132,D4328,,,,8,,AN,,,
10485,1/1/1995,1445,C3382,,,,8,,AN,,,
10486,1/1/1996,127,D4293,,,,8,,AN,,,
10487,1/1/1996,132,D4309,,,,8,,AN,,,
10488,1/1/1996,132,C3359,,,,8,,AN,,,
10489,1/1/1995,127,C3364,,,,8,,AN,,,
10490,1/1/1995,127,D4319,,,,8,,AN,,,
10491,1/1/1996,155,D4332,,,,8,,AN,,,
10492,1/1/1996,127,D4287,,,,8,,AN,,,
10493,,,,,,,8,,,,,
10494,1/1/1996,155,C3385,,,,8,,AN,,,
10495,1/1/1996,132,D4305,,,,8,,AN,,,
10496,,,,,,,8,,,,,
10497,1/1/1996,127,C3365,,,,8,,AN,,,
10498,1/1/1996,1445,D4281,,949000000095380,,8,,AN,,,
10499,1/1/1996,155,D4351,,,,8,,AN,,,
10500,1/1/1996,155,D4318,,982000007618818,,8,,AN,,,
10501,1/1/1996,155,D4267,,,,8,,AN,,,
10502,1/1/1996,1445,C3342,,,,8,,AN,,,
10503,1/1/1996,127,D4349,,,,8,,AN,,,
10504,,,,,,,8,,,,,
10505,1/1/1995,1445,A1X92,,,,8,,AN,,,
10506,1/1/1996,1445,A1119,,982000007618838,,8,,AN,,,
10507,,,,,,,8,,,,,
10508,1/1/1996,1445,D4363,,,,8,,AN,,,
10509,,,,,,,8,,,,,
10510,1/1/1996,1445,D4372,,,,8,,AN,,,
10511,1/1/1995,1445,U6X44,,949000000124351,,8,,AN,,,
10512,1/1/1996,127,B2513,,,,8,,AN,,,
10513,1/1/1996,1445,C3381,,,,8,,AN,,,
10514,1/1/1996,1445,D4271,,,,8,,AN,,,
10515,1/1/1996,127,D4339,,,,8,,AN,,,
10516,,,,,,,8,,,,,
10517,1/1/1996,155,A1030,,,,8,,AN,,,
10518,1/1/1996,132,AB473,,,,8,,AN,,,
10519,,,,,,,8,,,,,
10520,1/1/1996,1445,A1X65,,,,8,,AN,,,
10521,1/1/1996,1445,A1X84,,,,8,,AN,,,
10522,,,,,,,8,,,,,
10523,1/1/1996,1445,X8X03,,,,8,,AN,,,
10524,1/1/1995,155,A1101,,982000007248812,,8,,AN,,,
10525,,,,,,,8,,,,,
10526,1/1/1996,127,U6X31,,,,8,,AN,,,
10527,,,,,,,8,,,,,
10528,,,,,,,8,,,,,
10529,,,,,,,8,,,,,
10530,,,,,,,8,,,,,
10531,,,,,,,8,,,,,
10532,,,,,,,8,,,,,
10533,,,,,,,8,,,,,
10534,,,,,,,8,,,,,
10535,,,,,,,8,,,,,
10536,,,,,,,8,,,,,
10537,,,,,,,8,,,,,
10538,,,,,,,8,,,,,
10539,,,,,,,8,,,,,
10540,,,,,,,8,,,,,
10541,,,,,,,8,,,,,
10542,,,,,,,8,,,,,
10543,,,,,,,8,,,,,
10544,,,,,,,8,,,,,
10545,1/1/1996,Unknown,,,,,8,,ANGV,,,
10546,1/1/1996,Unknown,,,,,8,,ANGV,,,
10547,1/1/1996,Unknown,,,,,8,,ANGV,,,
10548,1/1/1996,UNKN,,,,,8,,ANGV,,,
1813,1/1/1996,142,Z0X20,,,,8,,AN,,,
1814,1/1/1996,1400,E5002,,,,8,,AN,,,
1815,1/1/1997,142,A1114,,,,8,,AN,,,
1818,1/1/1997,132,D4360,,,,8,,AN,,,
1820,1/1/1996,155,C3364,,982000007489374,,8,,AN,,,
1821,1/1/1996,142,B2001,,,,8,,AN,,,
1822,1/1/1997,132,D4331,,982000007249053,,8,,ANGV,,,
1823,1/1/1996,142,D4291,,,,8,,ANMX,,,
1825,1/1/1997,132,A1X73,,,,8,,ANHH,,,
10558,1/1/1997,1445,E5093,,,,8,,AN,,,
10559,1/1/1997,127,D4368,,949000000101563,,8,,AN,,,
1834,1/1/1997,132,A1X61,,,,8,,AN,,,
1835,1/1/1997,127,D4341,,,,8,,AN,,,
1838,1/1/1997,1400,C3044,,982000007618886,,8,,AN,,,
1840,1/1/1996,155,D4329,,,,8,,ANGV,,,
1841,1/1/1996,127,A1X40,,,,8,,AN,,,
1842,1/1/1997,142,C3340,,,,8,,AN,,,
10566,1/1/1997,155,B2018,,,,8,,AN,,,
1844,1/1/1996,132,D4344,,,,8,,AN,,,
1846,1/1/1996,142,D4309,,,,8,,AN,,,
1847,1/1/1997,132,E5010,,,,8,,AN,,,
10570,1/1/1996,127,Z00X5,,,,8,,AN,,,
1850,1/1/1996,155,A1003,,,,8,,AN,,,
1855,1/1/1997,1400,A1X79,,,,8,,AN,,,
1856,1/1/1997,132,A1103,,982000007623899,,8,,AN,,,
10574,1/1/1997,1400,U6X39,,,,8,,AN,,,
10575,1/1/1997,132,D4323,,,,8,,AN,,,
1857,1/1/1997,132,E5233,,,,8,,ANMX,,,
1860,1/1/1997,1445,Y9X04,,,,8,,AN,,,
1861,1/1/1996,132,D4313,,,,8,,AN,,,
1866,1/1/1996,127,A1119,,,,8,,AN,,,
10580,2/24/1997,142,D4362,,,,8,,AN,,,
1870,1/1/1996,127,C3381,,949000000100179,,8,,AN,,,
1871,1/1/1996,132,C3107,,,,8,,AN,,,
1872,1/1/1997,127,D4335,,,,8,,AN,,,
1873,1/1/1996,132,A1107,,,,8,,AN,,,
1875,1/1/1997,132,A1110,,,,8,,AN,,,
1876,1/1/1996,155,U6X25,,,,8,,AN,,,
1877,1/1/1997,127,B2510,,,,8,,AN,,,
1879,1/1/1996,155,Y9X01,,,,8,,AN,,,
1880,1/1/1997,MESS,D4334,,982000007618810,,8,,ARAN,,,
1885,1/1/1997,1400,A1X42,,,,8,,AN,,,
10591,1/1/1997,1445,U6X19,,,,8,,AN,,,
1890,1/1/1996,1445,D4324,,949000000094083,,8,,AN,,,
1898,1/1/1996,1400,D4317,,,,8,,AN,,,
1901,1/1/1997,1445,A1101,,,,8,,AN,,,
1906,1/1/1997,MESS,D4378,,982000005465444,,8,,ARGV,,,
10596,1/1/1996,127,C3363,,,,8,,AN,,,
10597,1/1/1997,1445,U6X24,,982000007618881,,8,,AN,,,
1934,1/1/1997,MESS,A1018,,,,8,,AR,,,
1936,1/1/1997,LRA,A1X83,,982000007493210,,8,,ARMX,,,
1941,1/1/1997,142,A1030,,,,8,,AN,,,
1949,1/1/1997,MESS,Z00X2,,,,8,,AN,,,
10602,1/1/1997,MESS,Y9X22,,949000000091196,,8,,AN,,,
1962,1/1/1997,LRA,A1X60,,,,8,,ARMX,,,
1969,1/1/1997,MESS,A1X49,,982000007618950,,8,,ARMX,,,
10605,1/1/1997,MESS,AB383,,,,8,,ARMX,,,
1977,1/1/1997,LRA,A1116,,,,8,,AR,,,
1980,1/1/1997,MESS,A1006,,982000007618731,,8,,ARAN,,,
1987,1/1/1997,LRA,A1102,,982000007264326,,8,,ARMX,,,
10609,1/1/1997,MESS,C3088,,,,8,,ARMX,,,
1997,1/1/1997,MESS,D4384,,,,8,,ARMX,,,
2002,5/20/1997,LRA,D4284,,,,8,,AR,,,
2006,1/1/1997,MESS,E5014,,949000000090753,,8,,ARMX,,,
2009,1/1/1997,LRA,D4357,,982000004998717,,8,,AR,,,
10614,1/1/1997,Unknown,,,,,8,,ANGV,,,
10615,1/1/1997,UNKN,,,,,8,,ANGV,,,
10616,,LEACHMNA,,,,,8,,,,,
40039,,LEACHMNA,,,,,8,,,,,
10617,,BLKVBB,,,,,8,,,,,
40040,,BLKVBB,,,,,8,,,,,
2026,,127,C3087,,,,8,,AN,,,
2031,2/18/1998,142,D4309,,,,8,,AN,,,
2032,2/18/1998,689,F6055,,982000007258252,,8,,AN,,,
2034,2/19/1998,132,A1X83,,,,8,,AN,,,
2037,2/20/1998,155,Z0X20,,982000005664589,,8,,AN,,,
2040,2/21/1998,132,F6066,,,,8,,AN,,,
2041,2/21/1998,142,F6090,,,,8,,AN,,,
2043,2/22/1998,142,D4367,,,,8,,AN,,,
2044,2/22/1998,142,Z00X7,,,,8,,AN,,,
10627,1/1/1998,127,D4332,,,,8,,ANMX,,,
2054,2/23/1998,141,F6002,,949000000076223,,8,,AN,,,
2055,1/1/1998,689,F6074,,,,8,,AN,,,
2057,2/24/1998,142,C3371,,982000007259976,,8,,AN,,,
2058,2/24/1998,132,C3059,,,,8,,AN,,,
2059,2/24/1998,127,C3121,,,,8,,AN,,,
2066,2/25/1998,141,F6113,,,,8,,AN,,,
2071,2/26/1998,155,A1001,,,,8,,AN,,,
2074,2/27/1998,689,F6022,,,,8,,AN,,,
2076,2/27/1998,MESS,E5002,,,,8,,AR,,,
2077,2/27/1998,MESS,E5229,,,,8,,AR,,,
2079,2/27/1998,141,D4346,,,,8,,AN,,,
10639,2/27/1998,155,D4370,,,,8,,AN,,,
2082,2/27/1998,142,D4322,,982000005664537,,8,,AN,,,
2083,2/27/1998,141,D4301,,,,8,,AN,,,
2085,2/27/1998,141,Z0X12,,,,8,,AN,,,
2088,2/27/1998,141,A1X64,,,,8,,AN,,,
2090,2/28/1998,141,C3381,,,,8,,AN,,,
2092,2/28/1998,155,A1018,,982000007618816,,8,,AN,,,
2093,2/28/1998,127,A1102,,,,8,,AN,,,
2094,2/28/1998,141,A1114,,,,8,,AN,,,
2101,2/28/1998,155,Y9X13,,949000000077797,,8,,AN,,,
2102,2/28/1998,127,Y9X07,,949000000217942,,8,,AN,,,
2103,3/1/1998,142,A1X61,,,,8,,AN,,,
2104,3/1/1998,141,A1X51,,,,8,,AN,,,
2107,3/1/1998,155,D4337,,,,8,,AN,,,
2108,3/1/1998,127,A1X79,,,,8,,AN,,,
10654,3/2/1999,127,Z0X16,,,,8,,AN,,,
2109,3/2/1998,141,D4379,,,,8,,AN,,,
2110,3/2/1998,127,D4291,,,,8,,AN,,,
10657,3/2/1998,127,U6X15,,,,8,,AN,,,
2116,3/3/1998,127,D4324,,,,8,,AN,,,
2122,3/4/1998,MESS,D4375,,,,8,,AR,,,
2123,3/4/1998,142,A1X77,,,,8,,AN,,,
2124,3/4/1998,127,A1X65,,,,8,,AN,,,
2126,3/4/1998,MESS,E5177,,,,8,,AR,,,
2127,3/4/1998,MESS,F6040,,,,8,,AR,,,
2128,3/4/1998,155,D4342,,,,8,,AN,,,
2130,3/4/1998,141,D4341,,,,8,,AN,,,
2132,3/5/1998,MESS,A1X46,,,,8,,AR,,,
2134,3/6/1998,155,A1110,,,,8,,AN,,,
2138,3/6/1998,MESS,E5107,,,,8,,AR,,,
2139,3/7/1998,MESS,C3368,,,,8,,AR,,,
2142,3/8/1998,MESS,E5013,,,,8,,AR,,,
2143,3/8/1998,141,F6035,,,,8,,AN,,,
2144,3/9/1998,MESS,E5233,,,,8,,AR,,,
2145,3/9/1998,MESS,E5149,,,,8,,AR,,,
10674,3/5/1998,MESS,C3032,,,,8,,AR,,,
2149,3/11/1998,MESS,D4286,,949000000006497,,8,,AR,,,
2152,3/12/1998,MESS,F6006,,,,8,,AR,,,
2153,3/13/1998,MESS,E5036,,949000000218263,,8,,AR,,,
2156,3/14/1998,MESS,E5175,,,,8,,AR,,,
2157,3/15/1998,MESS,E5025,,949000000095059,,8,,AR,,,
2158,3/15/1998,MESS,F6016,,,,8,,AR,,,
2158,3/15/1998,MESS,F6016,,982000007618890,,8,,AR,,,
2161,3/20/1998,MESS,C3374,,,,8,,AR,,,
2165,3/17/1998,MESS,A1X62,,,,8,,AR,,,
2180,3/20/1998,MESS,A1101,,,,8,,AR,,,
2210,3/26/1998,MESS,F6036,,,,8,,AR,,,
2211,3/26/1998,MESS,E5236,,,,8,,AR,,,
2213,3/26/1998,MESS,E5084,,982000007258393,,8,,AR,,,
2224,4/2/1998,MESS,C3090,,982000007249052,,8,,AR,,,
2225,4/3/1998,MESS,C3351,,949000000192760,,8,,AR,,,
2226,4/3/1998,MESS,F6086,,,,8,,AR,,,
2229,4/7/1998,MESS,F6038,,,,8,,AR,,,
2233,5/10/1998,MESS,F6079,,,,8,,AR,,,
10693,5/10/1998,MESS,C3088,,,,8,,AR,,,
2239,5/22/1998,MESS,U6X10,,,,8,,AR,,,
2249,5/24/1998,MESS,D4340,,949000000196863,,8,,AR,,,
10696,5/25/1998,MESS,E5215,,,,8,,AR,,,
2255,5/25/1998,MESS,E5234,,982000007253323,,8,,AR,,,
10698,6/14/1998,MESS,C3350,,982000005664782,,8,,AR,,,
2270,6/14/1998,MESS,C3111,,,,8,,AR,,,
2272,6/17/1998,MESS,F6042,,,,8,,AR,,,
2275,9/29/1998,MESS,G7098,,,,8,,ARAN,,,
2279,10/4/1998,MESS,F6108,,,,8,,ARAN,,,
2282,10/8/1998,MESS,F6024,,,,8,,ARAN,,,
2283,10/8/1998,MESS,F6004,,,,8,,ARAN,,,
2284,10/12/1998,MESS,G7053,,,,8,,ARAN,,,
2288,10/14/1998,MESS,F6009,,,,8,,ARAN,,,
2289,10/15/1998,MESS,G7025,,,,8,,ARAN,,,
2295,10/21/1998,MESS,F6053,,,,8,,ARAN,,,
2296,10/22/1998,MESS,G7088,,,,8,,ARAN,,,
2297,10/23/1998,MESS,F6023,,,,8,,ARAN,,,
2298,10/24/1998,MESS,G7065,,,,8,,ARAN,,,
2299,10/28/1998,MESS,G7130,,,,8,,ARAN,,,
10713,1/1/1998,Unknown,,,,,8,,ANGV,,,
10714,11/4/1961,BBASCOMR,,4396,,,8,,AR,,,
40041,11/4/1961,BBASCOMR,,4396,,,8,,AR,,,
2305,2/17/1999,142,A1X83,,982000007618795,,8,,AN,,,
2309,2/22/1999,155,A1106,,982000007536117,,8,,AN,,,
2311,2/22/1999,142,A1101,,,,8,,AN,,,
2320,2/24/1999,141,C3361,,,,8,,AN,,,
2323,2/25/1999,155,D4373,,,,8,,AN,,,
2324,2/25/1999,141,A1X92,,,,8,,AN,,,
2325,2/25/1999,155,A1001,,,,8,,AN,,,
2329,2/26/1999,144,A1102,,,,8,,AN,,,
2330,2/26/1999,1445,G7113,,,,8,,AN,,,
2332,2/26/1999,HP93,A1105,,,,8,,HPAN,,,
2337,2/27/1999,1445,Y9X07,,949000000098027,,8,,AN,,,
2338,2/27/1999,144,X8X02,,,,8,,AN,,,
2339,2/27/1999,155,C3349,,,,8,,AN,,,
2340,2/27/1999,127,G7073,,982000007488945,,8,,AN,,,
2341,2/27/1999,155,G7016,,982000007536072,,8,,AN,,,
2343,2/27/1999,141,G7261,,949000000070489,,8,,AN,,,
2348,2/28/1999,127,C3374,,949000000095566,,8,,AN,,,
2350,2/28/1999,142,A1X64,,,,8,,AN,,,
2351,3/1/1999,HP93,D4360,,,,8,,HPAN,,,
2352,3/1/1999,HP93,C3381,,,,8,,HPAN,,,
2353,3/1/1999,HP93,A1113,,,,8,,HPAN,,,
2364,3/2/1999,144,G7115,,,,8,,AN,,,
2373,3/3/1999,141,D4316,,,,8,,AN,,,
2374,3/3/1999,HP93,D4309,,,,8,,HPAN,,,
2381,3/5/1999,127,D4335,,,,8,,AN,,,
2386,3/6/1999,141,E5013,,,,8,,AN,,,
2393,3/8/1999,HP92,D4344,,949000000092391,,8,,HPAN,,,
2398,3/8/1999,MS13,G7074,,,,8,,ARAN,,,
2402,3/8/1999,HP92,C3371,,949000000124572,,8,,HPAN,,,
2405,3/9/1999,HP92,D4379,,,,8,,HPMX,,,
2413,3/12/1999,MESS,F6025,,,,8,,ARAN,,,
2415,3/13/1999,HP92,A1X91,,,,8,,HPAN,,,
2423,3/15/1999,MS13,G7231,,,,8,,ARMX,,,
2446,3/19/1999,MESS,E5229,,,,8,,AR,,,
2451,3/19/1999,MS13,G7022,,,,8,,ARAN,,,
2453,3/20/1999,MS13,G7055,,,,8,,ARAN,,,
2456,3/20/1999,MESS,F6003,,,,8,,ARAN,,,
2457,3/20/1999,MESS,E5036,,,,8,,ARAN,,,
2464,3/22/1999,MESS,C3358,,,,8,,ARMX,,,
2489,3/29/1999,MESS,F6022,,,,8,,ARAN,,,
2490,3/29/1999,MESS,F6106,,,,8,,ARAN,,,
2504,4/2/1999,MESS,F6016,,,,8,,ARAN,,,
2512,4/6/1999,MS13,G7158,,,,8,,ARAN,,,
2513,4/8/1999,MS13,G7054,,,,8,,ARAN,,,
2519,4/13/1999,MS13,G7108,,,,8,,AR,,,
2528,5/6/1999,MESS,F6037,,,,8,,ARAN,,,
2538,5/15/1999,MESS,A1X53,,,,8,,ARMX,,,
2546,5/19/1999,MESS,C3360,,,,8,,ARMX,,,
2547,5/20/1999,MESS,C3044,,,,8,,ARMX,,,
2551,5/22/1999,MESS,D4288,,,,8,,AR,,,
2552,5/22/1999,MESS,D4384,,,,8,,ARMX,,,
2560,5/26/1999,MESS,A1037,,,,8,,ARMX,,,
2565,6/11/1999,MESS,A1X85,,,,8,,ARMX,,,
2570,5/20/1999,MESS,A1025,,,,8,,ARMX,,,
2571,6/14/1999,MESS,A1X69,,,,8,,ARMX,,,
2575,5/27/1999,MESS,D4347,,,,8,,ARAN,,,
2577,5/29/1999,MESS,D4315,,,,8,,ARMX,,,
2578,5/29/1999,MESS,D4284,,,,8,,AR,,,
2580,6/11/1999,MESS,D4358,,,,8,,ARAN,,,
2585,6/28/1999,MESS,G7096,,,,8,,ARAN,,,
2586,6/26/1999,MESS,U6X10,,,,8,,ARMX,,,
10776,1/1/1999,THH415,,,,,8,,HH,,,
10777,1/1/1999,UnknHH,,,,,8,,HH,,,
10778,1/1/1999,THH6032,,,,,8,,HH,,,
10779,1/1/1999,THH415,,,,,8,,HH,,,
10780,1/1/1999,UnknHH,,,,,8,,HH,,,
10781,1/1/1999,THH1712,,,,,8,,HH,,,
10782,1/1/1999,THH95430,,,,,8,,HH,,,
10783,1/1/1999,THH415,,,,,8,,HH,,,
10784,1/1/1999,THH415,,,,,8,,HH,,,
10785,1/1/1999,THH95430,,,,,8,,HH,,,
10786,1/1/1999,UnknHH,,,,,8,,HH,,,
10787,1/1/1999,THH96910,,,,,8,,HH,,,
10788,1/1/1999,THH95430,,,,,8,,HH,,,
10789,1/1/1999,THH6106,,,,,8,,HH,,,
10790,1/1/1999,THH415,,,,,8,,HH,,,
10791,1/1/1999,UnknHH,,,,,8,,HH,,,
10792,1/1/1999,THH6106,,,,,8,,HH,,,
10793,1/1/1999,THH95430,,,,,8,,HH,,,
10794,1/1/1999,THH95430,,,,,8,,HH,,,
10795,1/1/1999,THH95430,,,,,8,,HH,,,
10796,1/1/1999,THH6032,,,,,8,,HH,,,
10797,1/1/1999,THH415,,,,,8,,HH,,,
10798,1/1/1999,THH1712,,,,,8,,HH,,,
10799,1/1/1999,THH95430,,,,,8,,HH,,,
10800,1/1/1999,THH96910,,,,,8,,HH,,,
10801,1/1/1999,THH6106,,,,,8,,HH,,,
10802,1/1/1999,THH6106,,,,,8,,HH,,,
10803,1/1/1999,THH6106,,,,,8,,HH,,,
10804,1/1/1999,THH415,,,,,8,,HH,,,
10805,1/1/1999,THH95430,,,,,8,,HH,,,
10806,1/1/1999,UnknHH,,,,,8,,HH,,,
10807,1/1/1999,THH6106,,,,,8,,HH,,,
10808,1/1/1999,THH415,,,,,8,,HH,,,
10809,1/1/1999,THH415,,,982000007248887,,8,,HH,,,
10810,1/1/1999,THH415,,,,,8,,HH,,,
10811,1/1/1999,THH6106,,,982000007230243,,8,,HH,,,
10812,1/1/1999,UnknHH,,,,,8,,HH,,,
10813,1/1/1999,THH6106,,,,,8,,HH,,,
10814,1/1/1999,THH6106,,,,,8,,HH,,,
10815,1/1/1999,THH95430,,,,,8,,HH,,,
10816,1/1/1999,THH6032,,,,,8,,HH,,,
10817,1/1/1999,THH95430,,,,,8,,HH,,,
10818,1/1/1999,THH1712,,,,,8,,HH,,,
10819,1/1/1999,THH6106,,,,,8,,HH,,,
10820,1/1/1999,THH95430,,,,,8,,HH,,,
10821,1/1/1999,THH415,,,,,8,,HH,,,
10822,1/1/1999,THH6106,,,,,8,,HH,,,
10823,1/1/1999,THH95430,,,,,8,,HH,,,
10824,1/1/1999,UnknHH,,,,,8,,HH,,,
10825,1/1/1999,THH6032,,,,,8,,HH,,,
10826,1/1/1999,UnknHH,,,,,8,,HH,,,
10827,1/1/1999,THH6032,,,,,8,,HH,,,
10828,1/1/1999,THH95430,,,,,8,,HH,,,
10829,1/1/1999,THH95430,,,,,8,,HH,,,
10830,1/1/1999,THH1712,,,,,8,,HH,,,
10831,1/1/1999,THH6032,,,,,8,,HH,,,
10832,1/1/1999,THH96910,,,,,8,,HH,,,
10833,1/1/1999,THH6032,,,,,8,,HH,,,
10834,1/1/1999,THH95430,,,,,8,,HH,,,
10835,1/1/1997,THH6032,,,,,8,,HH,,,
1,2/14/2000,LRA,H8036,,,,8,,ARAN,,,
9,2/16/2000,STUB,G7074,,,,8,,HHAN,,,
11,2/16/2000,STUB,G7030,,,,8,,HH,,,
30,2/18/2000,155,A1X62,,,,8,,AN,,,
35,2/19/2000,MESS,G7073,,,,8,,ARAN,,,
37,2/19/2000,LRA,H8124,,,,8,,AR,,,
40,2/20/2000,HP92,C3361,,,,8,,HP,,,
46,2/21/2000,LRA,H8230,,985152001177272,,8,,AR,,,
52,2/21/2000,LRA,H8132,,982000007234764,,8,,AR,,,
57,2/21/2000,HH55,A1X64,,,,8,,HH,,,
66,2/22/2000,HH55,D4348,,,,8,,HHAN,,,
72,2/22/2000,176,C3090,,,,8,,AN,,,
74,2/22/2000,155,D4309,,,,8,,AN,,,
79,2/22/2000,LRA,H8227,,949000000087987,,8,,AR,,,
81,2/22/2000,144,E5233,,982000007220016,,8,,ANMX,,,
83,2/22/2000,HH55,D4248,,,,8,,HHMX,,,
90,2/23/2000,HP93,F6106,,,,8,,HPAN,,,
90,2/23/2000,HP93,F6106,,,,8,,HPAN,,,
91,2/23/2000,HP92,A1X61,,,,8,,HP,,,
92,2/23/2000,HP93,D4341,,,,8,,HP,,,
96,2/23/2000,176,D4313,,949000000217984,,8,,AN,,,
101,2/24/2000,STUB,G7113,,982000007205109,,8,,HHAN,,,
102,2/24/2000,HH55,E5025,,982000007219783,,8,,HHAN,,,
113,2/26/2000,180,F6022,,,,8,,AN,,,
116,2/26/2000,142,D4305,,,,8,,AN,,,
119,2/26/2000,180,D4375,,949000000095537,,8,,AN,,,
120,2/26/2000,HP93,F3099,,982000007220108,,8,,HPAN,,,
121,2/26/2000,HP93,C3003,,,,8,,HPMX,,,
123,2/26/2000,HH55,A1X73,,,,8,,HH,,,
124,2/26/2000,HP86,A1106,,,,8,,HP,,,
125,2/26/2000,144,C3087,,,,8,,AN,,,
126,2/26/2000,HP93,F6055,,,,8,,HPAN,,,
128,2/26/2000,HP86,E5073,,,,8,,HPAN,,,
129,2/26/2000,180,C3380,,,,8,,AN,,,
130,2/26/2000,176,X8X02,,982000007220374,,8,,AN,,,
131,2/27/2000,MS17,F6035,,,,8,,ARAN,,,
132,2/27/2000,HP86,C3107,,,,8,,HP,,,
133,2/27/2000,HP86,D4316,,,,8,,HP,,,
134,2/27/2000,HP86,A1112,,,,8,,HP,,,
138,2/27/2000,1445,C3366,,,,8,,AN,,,
140,2/28/2000,MS17,G7228,,,,8,,ARAN,,,
141,2/27/2000,STUB,G7054,,982000007230423,,8,,HHAN,,,
142,2/28/2000,HP92,F6092,,982000007237918,,8,,HPAN,,,
144,2/28/2000,HP86,A1X91,,,,8,,HP,,,
149,2/29/2000,HP86,A1102,,,,8,,HP,,,
150,2/29/2000,HP92,D4285,,,,8,,HPMX,,,
152,2/29/2000,MS17,C3340,,,,8,,AR,,,
160,3/1/2000,HP92,C3378,,,,8,,HP,,,
163,3/2/2000,180,A1X46,,949000000215069,,8,,AN,,,
164,3/2/2000,HP92,D4367,,982000007259195,,8,,HPAN,,,
168,3/3/2000,144,C3386,,,,8,,AN,,,
170,3/3/2000,HP86,Z00X2,,982000007220152,,8,,HP,,,
171,3/3/2000,176,C3379,,982000007200224,,8,,AN,,,
173,3/3/2000,1445,A1X82,,,,8,,AN,,,
176,3/4/2000,MS17,F6009,,,,8,,ARAN,,,
178,3/4/2000,HP86,A1111,,,,8,,HP,,,
181,3/4/2000,STUB,G7046,,,,8,,HHAN,,,
182,3/4/2000,STUB,G7044,,982000007220032,,8,,HHAN,,,
184,3/5/2000,MS43,H8006,,,,8,,ARAN,,,
190,3/5/2000,HP92,A1107,,,,8,,HP,,,
191,3/5/2000,MS17,A1117,,,,8,,AR,,,
195,3/6/2000,MESS,G7194,,982000007489032,,8,,AR,,,
196,3/6/2000,MS17,G7015,,,,8,,ARAN,,,
197,3/6/2000,HP92,E5236,,,,8,,HPMX,,,
202,3/8/2000,MS17,D4304,,982000007252929,,8,,AR,,,
205,3/9/2000,MESS,D4258,,,,8,,AR,,,
214,3/10/2000,176,F6090,,982000007220068,,8,,AN,,,
220,3/12/2000,MESS,E5175,,,,8,,ARAN,,,
224,3/12/2000,MS43,H8066,,,,8,,ARAN,,,
226,3/13/2000,H48,H8032,,,,8,,HHAN,,,
227,3/13/2000,H109,G7231,,982000007549646,,8,,HHAR,,,
228,3/13/2000,H48,H8071,,,,8,,HHAN,,,
231,3/13/2000,MS43,H8276,,,,8,,AR,,,
239,3/15/2000,STUB,G7251,,982000007220155,,8,,HHAR,,,
243,3/16/2000,MESS,G7022,,,,8,,ARAN,,,
245,3/16/2000,STUB,G7240,,,,8,,HHAR,,,
246,3/16/2000,STUB,G7050,,982000007200266,,8,,HHAN,,,
247,3/16/2000,MS43,H8247,,,,8,,AR,,,
254,3/17/2000,MS41,E5033,,,,8,,ARAN,,,
258,3/17/2000,STUB,G7101,,,,8,,HHAN,,,
263,3/22/2000,MS46,A1006,,982000007253013,,8,,AR,,,
280,4/2/2000,H109,G7134,,982000007219396,,8,,HHAN,,,
285,4/8/2000,H38,F6083,,982000007220063,,8,,HHAN,,,
10919,3/11/2000,EXTS,,,949000000099969,,8,,AN,,,
10920,3/10/2000,EXTS,,,,,8,,AN,,,
10921,3/13/2000,UNKN,,,982000007623901,,8,,AN,,,
10922,3/12/2000,Unknown,,,,,8,,AN,,,
10923,3/8/2000,UNKN,,,982000007230266,,8,,AN,,,
10924,3/25/2000,UNKN,,,,,8,,AN,,,
10925,3/13/2000,EXTS,,,982000007225063,,8,,AN,,,
10926,3/20/2000,8044,,,949000000095348,,8,,ANHH,,,
10927,3/8/2000,UNKN,,,982000007219972,,8,,AN,,,
10928,3/16/2000,EXTS,,,982000007562489,,8,,AN,,,
10929,3/7/2000,EXTS,,,,,8,,AN,,,
10930,3/12/2000,EXTS,,,,,8,,AN,,,
10931,3/12/2000,UNKN,,,,,8,,AN,,,
10932,4/11/2000,Unknown,,,,,8,,AN,,,
10933,3/6/2000,UNKN,,,949000000094912,,8,,AN,,,
10934,3/25/2000,A7,,,949000000192357,,8,,ANHH,,,
10935,3/29/2000,8044,,,,,8,,ANHH,,,
10936,3/12/2000,UNKN,,,949000000094645,,8,,AN,,,
10937,3/30/2000,TT99,,,949000000100445,,8,,ANHH,,,
10938,3/18/2000,A7,,,,,8,,ANHH,,,
10939,3/23/2000,A7,,,,,8,,ANHH,,,
10940,4/2/2000,8044,,,982000007219398,,8,,ANHH,,,
10941,3/24/2000,A7,,,,,8,,ANHH,,,
10942,4/17/2000,A7,,,,,8,,ANHH,,,
10943,3/23/2000,8044,,,,,8,,ANHH,,,
