chaps_id,birthdate,sire,dam,regnum,elecID,regname,sex,sex_date,breed,birth_weight,calving_ease,status,,,,,,
10442,1/1/1995,Unknown,C3350,,,,,,AN,,,,,,,,,
10443,1/1/1995,UnknAN,C3064,,949000000196470,,,,AN,,,,,,,,,
10444,1/1/1995,Unknown,C3107,,,,,,ARMX,,,,,,,,,
10445,,,,,,,,,,,,,,,,,,
10446,1/1/1995,LRA,W7538,,,,,,ARSM,,,,,,,,,
10447,1/1/1995,LRA,S4528,,,,,,ARSM,,,,,,,,,
10448,1/1/1995,LRA,W7029,,,,,,ARSM,,,,,,,,,
10449,1/1/1995,LRA,U6514,,,,,,ARSM,,,,,,,,,
10450,1/1/1995,LRA,S4520,,,,,,ARSM,,,,,,,,,
10451,1/1/1995,LRA,R3542,,,,,,ARMX,,,,,,,,,
10452,,,,,,,,,,,,,,,,,,
10453,,,,,,,,,,,,,,,,,,
10454,,,,,,,,,,,,,,,,,,
10455,,,,,,,,,,,,,,,,,,
10456,,,,,,,,,,,,,,,,,,
10457,,,,,,,,,,,,,,,,,,
10458,,,,,,,,,,,,,,,,,,
10459,,,,,,,,,,,,,,,,,,
10460,,,,,,,,,,,,,,,,,,
10461,,,,,,,,,,,,,,,,,,
10462,,,,,,,,,,,,,,,,,,
10463,,,,,,,,,,,,,,,,,,
10464,,,,,,,,,,,,,,,,,,
10465,,,,,,,,,,,,,,,,,,
10466,,,,,,,,,,,,,,,,,,
10467,,,,,,,,,,,,,,,,,,
10468,,,,,,,,,,,,,,,,,,
10469,,,,,,,,,,,,,,,,,,
10470,1/1/1995,Unknown,,,,,,,ANGV,,,,,,,,,
10471,1/1/1995,Unknown,,,,,,,ANGV,,,,,,,,,
10472,1/1/1995,Unknown,,,,,,,ANGV,,,,,,,,,
10473,1/1/1995,Unknown,,,,,,,ANGV,,,,,,,,,
10474,5/6/1962,REDCOPPR,,9319,,,,,AR,,,,,,,,,
10475,1/1/1996,127,C3360,,,,,,AN,,,,,,,,,
10476,1/1/1996,127,D4326,,,,,,AN,,,,,,,,,
10477,1/1/1996,132,C3057,,,,,,AN,,,,,,,,,
10478,1/1/1995,127,Y9X01,,,,,,AN,,,,,,,,,
10479,1/1/1996,132,D4348,,,,,,AN,,,,,,,,,
10480,1/1/1996,127,C3362,,,,,,AN,,,,,,,,,
10481,,,,,,,,,,,,,,,,,,
10482,1/1/1995,132,C3379,,,,,,AN,,,,,,,,,
10483,1/1/1996,127,C3060,,,,,,AN,,,,,,,,,
10484,1/1/1996,132,D4328,,,,,,AN,,,,,,,,,
10485,1/1/1995,1445,C3382,,,,,,AN,,,,,,,,,
10486,1/1/1996,127,D4293,,,,,,AN,,,,,,,,,
10487,1/1/1996,132,D4309,,,,,,AN,,,,,,,,,
10488,1/1/1996,132,C3359,,,,,,AN,,,,,,,,,
10489,1/1/1995,127,C3364,,,,,,AN,,,,,,,,,
10490,1/1/1995,127,D4319,,,,,,AN,,,,,,,,,
10491,1/1/1996,155,D4332,,,,,,AN,,,,,,,,,
10492,1/1/1996,127,D4287,,,,,,AN,,,,,,,,,
10493,,,,,,,,,,,,,,,,,,
10494,1/1/1996,155,C3385,,,,,,AN,,,,,,,,,
10495,1/1/1996,132,D4305,,,,,,AN,,,,,,,,,
10496,,,,,,,,,,,,,,,,,,
10497,1/1/1996,127,C3365,,,,,,AN,,,,,,,,,
10498,1/1/1996,1445,D4281,,949000000095380,,,,AN,,,,,,,,,
10499,1/1/1996,155,D4351,,,,,,AN,,,,,,,,,
10500,1/1/1996,155,D4318,,982000007618818,,,,AN,,,,,,,,,
10501,1/1/1996,155,D4267,,,,,,AN,,,,,,,,,
10502,1/1/1996,1445,C3342,,,,,,AN,,,,,,,,,
10503,1/1/1996,127,D4349,,,,,,AN,,,,,,,,,
10504,,,,,,,,,,,,,,,,,,
10505,1/1/1995,1445,A1X92,,,,,,AN,,,,,,,,,
10506,1/1/1996,1445,A1119,,982000007618838,,,,AN,,,,,,,,,
10507,,,,,,,,,,,,,,,,,,
10508,1/1/1996,1445,D4363,,,,,,AN,,,,,,,,,
10509,,,,,,,,,,,,,,,,,,
10510,1/1/1996,1445,D4372,,,,,,AN,,,,,,,,,
10511,1/1/1995,1445,U6X44,,949000000124351,,,,AN,,,,,,,,,
10512,1/1/1996,127,B2513,,,,,,AN,,,,,,,,,
10513,1/1/1996,1445,C3381,,,,,,AN,,,,,,,,,
10514,1/1/1996,1445,D4271,,,,,,AN,,,,,,,,,
10515,1/1/1996,127,D4339,,,,,,AN,,,,,,,,,
10516,,,,,,,,,,,,,,,,,,
10517,1/1/1996,155,A1030,,,,,,AN,,,,,,,,,
10518,1/1/1996,132,AB473,,,,,,AN,,,,,,,,,
10519,,,,,,,,,,,,,,,,,,
10520,1/1/1996,1445,A1X65,,,,,,AN,,,,,,,,,
10521,1/1/1996,1445,A1X84,,,,,,AN,,,,,,,,,
10522,,,,,,,,,,,,,,,,,,
10523,1/1/1996,1445,X8X03,,,,,,AN,,,,,,,,,
10524,1/1/1995,155,A1101,,982000007248812,,,,AN,,,,,,,,,
10525,,,,,,,,,,,,,,,,,,
10526,1/1/1996,127,U6X31,,,,,,AN,,,,,,,,,
10527,,,,,,,,,,,,,,,,,,
10528,,,,,,,,,,,,,,,,,,
10529,,,,,,,,,,,,,,,,,,
10530,,,,,,,,,,,,,,,,,,
10531,,,,,,,,,,,,,,,,,,
10532,,,,,,,,,,,,,,,,,,
10533,,,,,,,,,,,,,,,,,,
10534,,,,,,,,,,,,,,,,,,
10535,,,,,,,,,,,,,,,,,,
10536,,,,,,,,,,,,,,,,,,
10537,,,,,,,,,,,,,,,,,,
10538,,,,,,,,,,,,,,,,,,
10539,,,,,,,,,,,,,,,,,,
10540,,,,,,,,,,,,,,,,,,
10541,,,,,,,,,,,,,,,,,,
10542,,,,,,,,,,,,,,,,,,
10543,,,,,,,,,,,,,,,,,,
10544,,,,,,,,,,,,,,,,,,
10545,1/1/1996,Unknown,,,,,,,ANGV,,,,,,,,,
10546,1/1/1996,Unknown,,,,,,,ANGV,,,,,,,,,
10547,1/1/1996,Unknown,,,,,,,ANGV,,,,,,,,,
10548,1/1/1996,UNKN,,,,,,,ANGV,,,,,,,,,
10558,1/1/1997,1445,E5093,,,,,,AN,,,,,,,,,
10559,1/1/1997,127,D4368,,949000000101563,,,,AN,,,,,,,,,
10566,1/1/1997,155,B2018,,,,,,AN,,,,,,,,,
10570,1/1/1996,127,Z00X5,,,,,,AN,,,,,,,,,
10574,1/1/1997,1400,U6X39,,,,,,AN,,,,,,,,,
10575,1/1/1997,132,D4323,,,,,,AN,,,,,,,,,
10580,2/24/1997,142,D4362,,,,,,AN,,,,,,,,,
10591,1/1/1997,1445,U6X19,,,,,,AN,,,,,,,,,
10596,1/1/1996,127,C3363,,,,,,AN,,,,,,,,,
10597,1/1/1997,1445,U6X24,,982000007618881,,,,AN,,,,,,,,,
10602,1/1/1997,MESS,Y9X22,,949000000091196,,,,AN,,,,,,,,,
10605,1/1/1997,MESS,AB383,,,,,,ARMX,,,,,,,,,
10609,1/1/1997,MESS,C3088,,,,,,ARMX,,,,,,,,,
10614,1/1/1997,Unknown,,,,,,,ANGV,,,,,,,,,
10615,1/1/1997,UNKN,,,,,,,ANGV,,,,,,,,,
10616,,LEACHMNA,,,,,,,,,,,,,,,,
10617,,BLKVBB,,,,,,,,,,,,,,,,
10627,1/1/1998,127,D4332,,,,,,ANMX,,,,,,,,,
10639,2/27/1998,155,D4370,,,,,,AN,,,,,,,,,
10654,3/2/1999,127,Z0X16,,,,,,AN,,,,,,,,,
10657,3/2/1998,127,U6X15,,,,,,AN,,,,,,,,,
10674,3/5/1998,MESS,C3032,,,,,,AR,,,,,,,,,
10693,5/10/1998,MESS,C3088,,,,,,AR,,,,,,,,,
10696,5/25/1998,MESS,E5215,,,,,,AR,,,,,,,,,
10698,6/14/1998,MESS,C3350,,982000005664782,,,,AR,,,,,,,,,
10713,1/1/1998,Unknown,,,,,,,ANGV,,,,,,,,,
10714,11/4/1961,BBASCOMR,,4396,,,,,AR,,,,,,,,,
10776,1/1/1999,THH415,,,,,,,HH,,,,,,,,,
10777,1/1/1999,UnknHH,,,,,,,HH,,,,,,,,,
10778,1/1/1999,THH6032,,,,,,,HH,,,,,,,,,
10779,1/1/1999,THH415,,,,,,,HH,,,,,,,,,
10780,1/1/1999,UnknHH,,,,,,,HH,,,,,,,,,
10781,1/1/1999,THH1712,,,,,,,HH,,,,,,,,,
10782,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10783,1/1/1999,THH415,,,,,,,HH,,,,,,,,,
10784,1/1/1999,THH415,,,,,,,HH,,,,,,,,,
10785,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10786,1/1/1999,UnknHH,,,,,,,HH,,,,,,,,,
10787,1/1/1999,THH96910,,,,,,,HH,,,,,,,,,
10788,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10789,1/1/1999,THH6106,,,,,,,HH,,,,,,,,,
10790,1/1/1999,THH415,,,,,,,HH,,,,,,,,,
10791,1/1/1999,UnknHH,,,,,,,HH,,,,,,,,,
10792,1/1/1999,THH6106,,,,,,,HH,,,,,,,,,
10793,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10794,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10795,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10796,1/1/1999,THH6032,,,,,,,HH,,,,,,,,,
10797,1/1/1999,THH415,,,,,,,HH,,,,,,,,,
10798,1/1/1999,THH1712,,,,,,,HH,,,,,,,,,
10799,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10800,1/1/1999,THH96910,,,,,,,HH,,,,,,,,,
10801,1/1/1999,THH6106,,,,,,,HH,,,,,,,,,
10802,1/1/1999,THH6106,,,,,,,HH,,,,,,,,,
10803,1/1/1999,THH6106,,,,,,,HH,,,,,,,,,
10804,1/1/1999,THH415,,,,,,,HH,,,,,,,,,
10805,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10806,1/1/1999,UnknHH,,,,,,,HH,,,,,,,,,
10807,1/1/1999,THH6106,,,,,,,HH,,,,,,,,,
10808,1/1/1999,THH415,,,,,,,HH,,,,,,,,,
10809,1/1/1999,THH415,,,982000007248887,,,,HH,,,,,,,,,
10810,1/1/1999,THH415,,,,,,,HH,,,,,,,,,
10811,1/1/1999,THH6106,,,982000007230243,,,,HH,,,,,,,,,
10812,1/1/1999,UnknHH,,,,,,,HH,,,,,,,,,
10813,1/1/1999,THH6106,,,,,,,HH,,,,,,,,,
10814,1/1/1999,THH6106,,,,,,,HH,,,,,,,,,
10815,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10816,1/1/1999,THH6032,,,,,,,HH,,,,,,,,,
10817,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10818,1/1/1999,THH1712,,,,,,,HH,,,,,,,,,
10819,1/1/1999,THH6106,,,,,,,HH,,,,,,,,,
10820,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10821,1/1/1999,THH415,,,,,,,HH,,,,,,,,,
10822,1/1/1999,THH6106,,,,,,,HH,,,,,,,,,
10823,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10824,1/1/1999,UnknHH,,,,,,,HH,,,,,,,,,
10825,1/1/1999,THH6032,,,,,,,HH,,,,,,,,,
10826,1/1/1999,UnknHH,,,,,,,HH,,,,,,,,,
10827,1/1/1999,THH6032,,,,,,,HH,,,,,,,,,
10828,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10829,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10830,1/1/1999,THH1712,,,,,,,HH,,,,,,,,,
10831,1/1/1999,THH6032,,,,,,,HH,,,,,,,,,
10832,1/1/1999,THH96910,,,,,,,HH,,,,,,,,,
10833,1/1/1999,THH6032,,,,,,,HH,,,,,,,,,
10834,1/1/1999,THH95430,,,,,,,HH,,,,,,,,,
10835,1/1/1997,THH6032,,,,,,,HH,,,,,,,,,
10919,3/11/2000,EXTS,,,949000000099969,,,,AN,,,,,,,,,
10920,3/10/2000,EXTS,,,,,,,AN,,,,,,,,,
10921,3/13/2000,UNKN,,,982000007623901,,,,AN,,,,,,,,,
10922,3/12/2000,Unknown,,,,,,,AN,,,,,,,,,
10923,3/8/2000,UNKN,,,982000007230266,,,,AN,,,,,,,,,
10924,3/25/2000,UNKN,,,,,,,AN,,,,,,,,,
10925,3/13/2000,EXTS,,,982000007225063,,,,AN,,,,,,,,,
10926,3/20/2000,8044,,,949000000095348,,,,ANHH,,,,,,,,,
10927,3/8/2000,UNKN,,,982000007219972,,,,AN,,,,,,,,,
10928,3/16/2000,EXTS,,,982000007562489,,,,AN,,,,,,,,,
10929,3/7/2000,EXTS,,,,,,,AN,,,,,,,,,
10930,3/12/2000,EXTS,,,,,,,AN,,,,,,,,,
10931,3/12/2000,UNKN,,,,,,,AN,,,,,,,,,
10932,4/11/2000,Unknown,,,,,,,AN,,,,,,,,,
10933,3/6/2000,UNKN,,,949000000094912,,,,AN,,,,,,,,,
10934,3/25/2000,A7,,,949000000192357,,,,ANHH,,,,,,,,,
10935,3/29/2000,8044,,,,,,,ANHH,,,,,,,,,
10936,3/12/2000,UNKN,,,949000000094645,,,,AN,,,,,,,,,
10937,3/30/2000,TT99,,,949000000100445,,,,ANHH,,,,,,,,,
10938,3/18/2000,A7,,,,,,,ANHH,,,,,,,,,
10939,3/23/2000,A7,,,,,,,ANHH,,,,,,,,,
10940,4/2/2000,8044,,,982000007219398,,,,ANHH,,,,,,,,,
10941,3/24/2000,A7,,,,,,,ANHH,,,,,,,,,
10942,4/17/2000,A7,,,,,,,ANHH,,,,,,,,,
10943,3/23/2000,8044,,,,,,,ANHH,,,,,,,,,
10944,3/28/2000,8044,,,982000007220106,,,,ANHH,,,,,,,,,
10945,3/17/2000,A7,,,,,,,ANHH,,,,,,,,,
10946,3/22/2000,A7,,,949000000101875,,,,ANHH,,,,,,,,,
10947,3/31/2000,A7,,,,,,,ANHP,,,,,,,,,
10948,4/7/2000,A7,,,,,,,ANHH,,,,,,,,,
10949,4/11/2000,A7,,,982000007219984,,,,ANHH,,,,,,,,,
10950,3/25/2000,8044,,,,,,,ANHH,,,,,,,,,
10951,4/5/2000,ST99,,,,,,,ANHH,,,,,,,,,
10952,3/28/2000,A7,,,,,,,ANHP,,,,,,,,,
10953,4/1/2000,A7,,,949000000074512,,,,ANHH,,,,,,,,,
10954,4/14/2000,A7,,,,,,,ANHH,,,,,,,,,
10955,3/24/2000,A7,,,,,,,ANHH,,,,,,,,,
10956,3/17/2000,A7,,,,,,,ANHH,,,,,,,,,
10957,4/8/2000,A7,,,,,,,ANHH,,,,,,,,,
10958,3/28/2000,A7,,,,,,,ANHH,,,,,,,,,
10959,3/23/2000,A7,,,,,,,ANHH,,,,,,,,,
10960,4/7/2000,A7,,,,,,,ANHH,,,,,,,,,
10961,4/2/2000,A7,,,,,,,ANHP,,,,,,,,,
10962,3/28/2000,A7,,,982000007220054,,,,ANHH,,,,,,,,,
10963,3/31/2000,A7,,,,,,,ANHH,,,,,,,,,
10964,3/22/2000,A7,,,,,,,ANHH,,,,,,,,,
10965,3/26/2000,8044,,,,,,,ANHH,,,,,,,,,
10966,4/20/2000,8044,,,,,,,ANHH,,,,,,,,,
10967,5/18/2000,A7,,,,,,,ANHH,,,,,,,,,
10968,3/17/2000,8044,,,982009104079097,,,,ANHH,,,,,,,,,
10969,3/23/2000,A7,,,,,,,ANHH,,,,,,,,,
10970,1/1/2000,UNKN,,,982000007488992,,,,ANHH,,,,,,,,,
10971,3/27/2000,TT99,,,949000000197431,,,,ANHH,,,,,,,,,
10972,2/15/1993,LEACHEVN,,404379,,,,,AR,,,,,,,,,
10973,2/12/1995,LRH1174B,,475841,,,,,AR,,,,,,,,,
10974,,,,,,,,,,,,,,,,,,
10975,,,,,,,,,,,,,,,,,,
10976,,,,,,,,,,,,,,,,,,
10977,,,,,,,,,,,,,,,,,,
10978,,,,,,,,,,,,,,,,,,
10979,,,,,,,,,,,,,,,,,,
10980,,,,,,,,,,,,,,,,,,
10981,,,,,,,,,,,,,,,,,,
10982,,,,,,,,,,,,,,,,,,
10983,,,,,,,,,,,,,,,,,,
10984,,,,,,,,,,,,,,,,,,
10985,,,,,,,,,,,,,,,,,,
10986,,,,,,,,,,,,,,,,,,
10987,,,,,,,,,,,,,,,,,,
10988,,,,,,,,,,,,,,,,,,
10989,,,,,,,,,,,,,,,,,,
10990,,,,,,,,,,,,,,,,,,
10991,,,,,,,,,,,,,,,,,,
10992,,,,,,,,,,,,,,,,,,
10993,,,,,,,,,,,,,,,,,,
10994,,,,,,,,,,,,,,,,,,
10995,,,,,,,,,,,,,,,,,,
10996,,,,,,,,,,,,,,,,,,
10997,,,,,,,,,,,,,,,,,,
10998,,,,,,,,,,,,,,,,,,
10999,,,,,,,,,,,,,,,,,,
11000,,,,,,,,,,,,,,,,,,
11001,,,,,,,,,,,,,,,,,,
11110,4/3/2001,UNKN,UNKN,,,,,,HHAN,,,,,,,,,
11111,3/26/2001,UNKN,UNKN,,,,,,HHAN,,,,,,,,,
11112,4/3/2001,UNKN,UNKN,,949000000192221,,,,HHAN,,,,,,,,,
11113,4/1/2001,Unknown,,,,,,,HHAN,,,,,,,,,
11114,3/23/2001,UNKN,UNKN,,,,,,HHAN,,,,,,,,,
11115,4/5/2001,UNKN,UNKN,,949000000072958,,,,ANHH,,,,,,,,,
11116,4/1/2001,UNKN,UNKN,,949000000102863,,,,HHAN,,,,,,,,,
11117,3/22/2001,UNKN,UNKN,,,,,,ANHH,,,,,,,,,
11118,3/22/2001,UNKN,UNKN,,,,,,ANHH,,,,,,,,,
11119,4/5/2001,UNKN,UNKN,,949000000097697,,,,HHAN,,,,,,,,,
11120,4/11/2001,UNKN,UNKN,,,,,,ANHH,,,,,,,,,
11121,3/18/2001,UNKN,UNKN,,949000000100160,,,,ANHH,,,,,,,,,
11122,3/21/2001,UNKN,UNKN,,949000000149182,,,,HHAN,,,,,,,,,
11123,4/5/2001,Unknown,,,,,,,HHAN,,,,,,,,,
11124,4/25/2001,UNKN,UNKN,,949000000115742,,,,ANHH,,,,,,,,,
11125,4/30/2001,UNKN,UNKN,,949000000146965,,,,ANHH,,,,,,,,,
11126,3/28/2001,UNKN,UNKN,,949000000093699,,,,HHAN,,,,,,,,,
11127,4/11/2001,UNKN,UNKN,,949000000093928,,,,ANHH,,,,,,,,,
11128,4/20/2001,UNKN,UNKN,,,,,,HHAN,,,,,,,,,
11129,3/27/2001,UNKN,UNKN,,949000000116533,,,,HHAN,,,,,,,,,
11130,4/9/2001,UNKN,UNKN,,949000000096406,,,,HHAN,,,,,,,,,
11131,5/4/2001,Unknown,,,,,,,ANHH,,,,,,,,,
11132,3/28/2001,UNKN,UNKN,,949000000099498,,,,HHAN,,,,,,,,,
11133,3/27/2001,UNKN,UNKN,,949000000199812,,,,HHAN,,,,,,,,,
11134,4/4/2001,Unknown,,,,,,,HHAN,,,,,,,,,
11135,3/28/2001,UNKN,UNKN,,949000000098687,,,,ANHH,,,,,,,,,
11136,5/4/2001,UNKN,UNKN,,,,,,HHAN,,,,,,,,,
11137,4/15/2001,UNKN,UNKN,,,,,,HHAN,,,,,,,,,
11138,4/6/2001,Unknown,,,,,,,HHAN,,,,,,,,,
11139,3/28/2001,UNKN,UNKN,,949000000194020,,,,HHAN,,,,,,,,,
11140,4/3/2001,UNKN,UNKN,,,,,,ANHH,,,,,,,,,
11141,4/13/2001,Unknown,,,,,,,HHAN,,,,,,,,,
11142,3/23/2001,UNKN,UNKN,,,,,,HHAN,,,,,,,,,
11143,4/23/2001,Unknown,,,,,,,HHAN,,,,,,,,,
11144,4/18/1976,THUNDERB,,77420,,,,,AR,,,,,,,,,
11145,4/20/1985,LCHMR012,LCDU163,183245,,,,,AR,,,,,,,,,
11146,1/10/1988,JTL90KK,PRFELEN,303922,,,,,AR,,,,,,,,,
11147,,JHLAR,,,,,,,,,,,,,,,,
11148,,KADENCE,,10973044,,LANDMARCK GAY LADY 774,,,AN,,,,,,,,,
11247,,PD6106,,11291067,,M D G ELONEMAR 9144,,,AN,,,,,,,,,
11248,3/7/1972,RLGALENA,,49527,,,,,AR,,,,,,,,,
11249,2/23/1971,MADCP605,MDSTRM,41713,,,,,AR,,,,,,,,,
11250,3/26/1968,STORMALG,,23376,,,,,AR,,,,,,,,,
11251,4/1/1991,BUFCRK14,MRM8454,356162,,,,,AR,,,,,,,,,
11252,,MRMPRIME,,268297,,,,,AR,,,,,,,,,
11253,,,,,,,,,,,,,,,,,,
11254,,,,,,,,,,,,,,,,,,
11255,,,,,,,,,,,,,,,,,,
11256,,,,,,,,,,,,,,,,,,
11257,,,,,,,,,,,,,,,,,,
11258,,,,,,,,,,,,,,,,,,
11259,,,,,,,,,,,,,,,,,,
11260,,,,,,,,,,,,,,,,,,
11261,,,,,,,,,,,,,,,,,,
11262,,,,,,,,,,,,,,,,,,
11263,,,,,,,,,,,,,,,,,,
11264,,,,,,,,,,,,,,,,,,
11265,,,,,,,,,,,,,,,,,,
11266,,,,,,,,,,,,,,,,,,
11267,,,,,,,,,,,,,,,,,,
11268,,,,,,,,,,,,,,,,,,
11269,,,,,,,,,,,,,,,,,,
11270,,,,,,,,,,,,,,,,,,
11271,,,,,,,,,,,,,,,,,,
11272,,,,,,,,,,,,,,,,,,
11273,,,,,,,,,,,,,,,,,,
11274,,,,,,,,,,,,,,,,,,
11275,,,,,,,,,,,,,,,,,,
11276,,,,,,,,,,,,,,,,,,
11277,,,,,,,,,,,,,,,,,,
11278,,,,,,,,,,,,,,,,,,
11279,,,,,,,,,,,,,,,,,,
11280,,,,,,,,,,,,,,,,,,
11281,,,,,,,,,,,,,,,,,,
11282,,,,,,,,,,,,,,,,,,
11283,,,,,,,,,,,,,,,,,,
11284,,,,,,,,,,,,,,,,,,
11285,,,,,,,,,,,,,,,,,,
11286,,,,,,,,,,,,,,,,,,
11287,,,,,,,,,,,,,,,,,,
11288,,,,,,,,,,,,,,,,,,
11289,,,,,,,,,,,,,,,,,,
11290,,,,,,,,,,,,,,,,,,
11291,,,,,,,,,,,,,,,,,,
11292,,,,,,,,,,,,,,,,,,
11293,,,,,,,,,,,,,,,,,,
11294,,,,,,,,,,,,,,,,,,
11295,,,,,,,,,,,,,,,,,,
11296,,,,,,,,,,,,,,,,,,
11297,,,,,,,,,,,,,,,,,,
11298,,,,,,,,,,,,,,,,,,
11445,1/22/2004,UNKN,,,949000000056279,,,,HH,,,,,,,,,
11446,1/22/2004,UNKN,,,949000000148800,,,,HH,,,,,,,,,
11447,1/22/2004,UNKN,,,949000000148248,,,,HH,,,,,,,,,
11448,1/22/2004,UNKN,,,982000038910623,,,,HH,,,,,,,,,
11449,1/22/2004,UNKN,,,982000039823491,,,,HH,,,,,,,,,
11450,1/22/2004,UNKN,,,949000000055422,,,,HH,,,,,,,,,
11451,1/22/2004,UNKN,,,982000039903713,,,,HH,,,,,,,,,
11452,1/22/2004,UNKN,,,949000000115226,,,,HH,,,,,,,,,
11453,1/22/2004,UNKN,,,949000000116124,,,,HH,,,,,,,,,
11454,1/22/2004,UNKN,,,982000039903703,,,,HH,,,,,,,,,
11455,1/22/2004,UNKN,,,949000000055066,,,,HH,,,,,,,,,
11456,1/22/2004,UNKN,,,949000000056366,,,,ANHH,,,,,,,,,
11457,1/22/2004,UNKN,,,982000040740912,,,,HH,,,,,,,,,
11458,1/22/2004,UNKN,,,949000000150806,,,,AN,,,,,,,,,
11459,1/22/2004,UNKN,,,949000000055850,,,,HH,,,,,,,,,
11460,1/22/2004,UNKN,,,982000038910566,,,,HH,,,,,,,,,
11461,1/22/2004,UNKN,,,949000000078507,,,,HH,,,,,,,,,
11462,1/22/2004,UNKN,,,949000000152604,,,,HH,,,,,,,,,
11463,1/22/2004,UNKN,,,949000000149727,,,,HH,,,,,,,,,
11464,1/22/2004,UNKN,,,949000000055748,,,,HH,,,,,,,,,
11465,1/22/2004,UNKN,,,949000000149736,,,,HH,,,,,,,,,
11466,1/22/2004,UNKN,,,982000039974655,,,,HH,,,,,,,,,
11467,,,,,,,,,,,,,,,,,,
11468,,,,,,,,,,,,,,,,,,
11469,,,,,,,,,,,,,,,,,,
11470,,,,,,,,,,,,,,,,,,
11471,,,,,,,,,,,,,,,,,,
11472,,,,,,,,,,,,,,,,,,
11473,,,,,,,,,,,,,,,,,,
11474,,,,,,,,,,,,,,,,,,
11475,,,,,,,,,,,,,,,,,,
11476,,,,,,,,,,,,,,,,,,
11477,,,,,,,,,,,,,,,,,,
11478,,,,,,,,,,,,,,,,,,
11479,,,,,,,,,,,,,,,,,,
11480,,,,,,,,,,,,,,,,,,
11481,,,,,,,,,,,,,,,,,,
11482,,,,,,,,,,,,,,,,,,
11483,,,,,,,,,,,,,,,,,,
11484,,,,,,,,,,,,,,,,,,
11485,,,,,,,,,,,,,,,,,,
11486,,,,,,,,,,,,,,,,,,
11487,,,,,,,,,,,,,,,,,,
11488,,,,,,,,,,,,,,,,,,
11489,,,,,,,,,,,,,,,,,,
11490,,,,,,,,,,,,,,,,,,
11491,,,,,,,,,,,,,,,,,,
11492,,,,,,,,,,,,,,,,,,
11493,,,,,,,,,,,,,,,,,,
11494,,,,,,,,,,,,,,,,,,
11495,,,,,,,,,,,,,,,,,,
11496,,,,,,,,,,,,,,,,,,
11497,,,,,,,,,,,,,,,,,,
11498,,,,,,,,,,,,,,,,,,
11499,,,,,,,,,,,,,,,,,,
11500,,,,,,,,,,,,,,,,,,
11501,,,,,,,,,,,,,,,,,,
11502,,,,,,,,,,,,,,,,,,
11503,,,,,,,,,,,,,,,,,,
11504,,,,,,,,,,,,,,,,,,
11550,,PAPARITO,,11136428,,PAPA BLACKBIRD 8810,,,AN,,,,,,,,,
11551,8/26/1973,CHOCF373,PBC6F,58495,,,,,AR,,,,,,,,,
11552,9/10/1970,KAIDAHCF,,33457,,,,,AR,,,,,,,,,
11553,,PSPOWER,,1041891,,BLACKCAP SAMANTHA PP 338,,,AN,,,,,,,,,
11554,,,,,,,,,,,,,,,,,,
11555,,,,,,,,,,,,,,,,,,
11556,,,,,,,,,,,,,,,,,,
11557,,,,,,,,,,,,,,,,,,
11558,,,,,,,,,,,,,,,,,,
11559,,,,,,,,,,,,,,,,,,
11560,,,,,,,,,,,,,,,,,,
11561,,,,,,,,,,,,,,,,,,
11562,,,,,,,,,,,,,,,,,,
11563,,,,,,,,,,,,,,,,,,
11564,,,,,,,,,,,,,,,,,,
11565,,,,,,,,,,,,,,,,,,
11566,,,,,,,,,,,,,,,,,,
11567,,,,,,,,,,,,,,,,,,
11568,,,,,,,,,,,,,,,,,,
11569,,,,,,,,,,,,,,,,,,
11570,,,,,,,,,,,,,,,,,,
11571,,,,,,,,,,,,,,,,,,
11572,,,,,,,,,,,,,,,,,,
11573,,,,,,,,,,,,,,,,,,
11574,,,,,,,,,,,,,,,,,,
11575,,,,,,,,,,,,,,,,,,
11576,,,,,,,,,,,,,,,,,,
11577,,,,,,,,,,,,,,,,,,
11578,,,,,,,,,,,,,,,,,,
11579,,,,,,,,,,,,,,,,,,
11580,,,,,,,,,,,,,,,,,,
11581,,,,,,,,,,,,,,,,,,
11582,,,,,,,,,,,,,,,,,,
11583,,,,,,,,,,,,,,,,,,
11584,,,,,,,,,,,,,,,,,,
11585,,,,,,,,,,,,,,,,,,
11586,,,,,,,,,,,,,,,,,,
11587,,,,,,,,,,,,,,,,,,
11588,,,,,,,,,,,,,,,,,,
11589,,,,,,,,,,,,,,,,,,
11590,,,,,,,,,,,,,,,,,,
11591,,,,,,,,,,,,,,,,,,
11592,,,,,,,,,,,,,,,,,,
