chaps_id,birthdate,sireid,cowid,registration,elecid,regname,sex,breed,birthwt,calvingease,state
20110,3/18/1993,958,Unknown,,,,2,CH,96,,
1287,3/18/1993,9136,Unknown,,,,2,CH,86,,
20111,3/18/1993,9136,Unknown,,,,2,CH,86,,
1288,3/18/1993,710,Unknown,,,,2,CH,128,,
20112,3/18/1993,710,Unknown,,,,2,CH,128,,
1289,3/19/1993,A136,Unknown,,,,2,CH,85,,
20113,3/19/1993,A136,Unknown,,,,2,CH,85,,
1290,3/20/1993,9136,Unknown,,,,2,CH,93,,
20114,3/20/1993,9136,Unknown,,,,2,CH,93,,
1291,3/19/1993,710,Unknown,,,,2,CH,89,,
20115,3/19/1993,710,Unknown,,,,2,CH,89,,
1292,3/20/1993,A118,Unknown,,,,2,CH,85,,
20116,3/20/1993,A118,Unknown,,,,2,CH,85,,
1293,3/21/1993,41,Unknown,,,,2,CH,86,,
20117,3/21/1993,41,Unknown,,,,2,CH,86,,
1294,3/21/1993,919,Unknown,,,,2,CH,88,,
20118,3/21/1993,919,Unknown,,,,2,CH,88,,
1295,3/21/1993,710,Unknown,,,,2,CH,85,,
20119,3/21/1993,710,Unknown,,,,2,CH,85,,
1296,3/22/1993,919,Unknown,,,,2,CH,95,,
20120,3/22/1993,919,Unknown,,,,2,CH,95,,
1297,3/23/1993,958,Y9X07,,,,2,CH,98,1,
1298,3/22/1993,UNKNCH,Unknown,,,,2,CH,88,,
20121,3/22/1993,UNKNCH,Unknown,,,,2,CH,88,,
1299,3/23/1993,0133,Y9X08,,,,3,CH,100,1,
1300,3/19/1993,AN22,Unknown,,,,2,AN,80,,
20122,3/19/1993,AN22,Unknown,,,,2,AN,80,,
1301,3/20/1993,937,Z0X22,,,,3,CH,90,1,
1302,3/24/1993,710,Unknown,,,,2,CH,72,,
20123,3/24/1993,710,Unknown,,,,2,CH,72,,
1303,3/25/1993,937,U6X53,,,,3,CH,80,1,
1304,3/25/1993,958,Unknown,,,,2,CH,92,,
20124,3/25/1993,958,Unknown,,,,2,CH,92,,
1305,3/25/1993,919,Unknown,,,,2,CH,68,,
20125,3/25/1993,919,Unknown,,,,2,CH,68,,
1306,3/26/1993,A136,Unknown,,,,2,CH,89,,
20126,3/26/1993,A136,Unknown,,,,2,CH,89,,
1307,3/26/1993,A136,Unknown,,,,2,CH,79,,
20127,3/26/1993,A136,Unknown,,,,2,CH,79,,
1308,3/26/1993,525,Unknown,,,,2,CH,92,,
20128,3/26/1993,525,Unknown,,,,2,CH,92,,
1309,3/23/1993,AN22,Unknown,,,,2,AN,70,,
20129,3/23/1993,AN22,Unknown,,,,2,AN,70,,
1310,3/26/1993,937,Unknown,,,,2,CH,80,,
20130,3/26/1993,937,Unknown,,,,2,CH,80,,
1311,3/27/1993,A136,Unknown,,,,2,CH,88,,
20131,3/27/1993,A136,Unknown,,,,2,CH,88,,
1312,3/27/1993,8060,Unknown,,,,2,CH,76,,
20132,3/27/1993,8060,Unknown,,,,2,CH,76,,
1313,3/27/1993,525,Unknown,,,,2,CH,96,,
20133,3/27/1993,525,Unknown,,,,2,CH,96,,
1314,3/28/1993,9136,Unknown,,,,2,CH,80,,
20134,3/28/1993,9136,Unknown,,,,2,CH,80,,
1315,3/27/1993,710,Unknown,,,,2,CH,68,,
20135,3/27/1993,710,Unknown,,,,2,CH,68,,
1316,3/28/1993,710,Unknown,,,,2,CH,85,,
20136,3/28/1993,710,Unknown,,,,2,CH,85,,
1317,3/28/1993,919,Unknown,,,,2,CH,95,,
20137,3/28/1993,919,Unknown,,,,2,CH,95,,
1318,3/29/1993,A118,Unknown,,,,2,CH,90,,
20138,3/29/1993,A118,Unknown,,,,2,CH,90,,
1319,3/29/1993,937,Unknown,,,,2,CH,84,,
20139,3/29/1993,937,Unknown,,,,2,CH,84,,
1320,3/29/1993,937,Z0X12,,,,2,CH,92,2,
1321,3/30/1993,937,Unknown,,,,2,CH,80,,
20140,3/30/1993,937,Unknown,,,,2,CH,80,,
1322,3/31/1993,937,Z00X2,,,,2,CH,94,1,
1323,3/30/1993,8018,Unknown,,,,2,CH,82,,
20141,3/30/1993,8018,Unknown,,,,2,CH,82,,
1324,3/30/1993,A118,Unknown,,,,2,CH,95,,
20142,3/30/1993,A118,Unknown,,,,2,CH,95,,
1325,3/30/1993,937,Y9X01,,,,2,CH,88,1,
1326,3/30/1993,937,Unknown,,,,2,CH,98,,
20143,3/30/1993,937,Unknown,,,,2,CH,98,,
1327,3/31/1993,8060,Unknown,,,,2,CH,66,,
20144,3/31/1993,8060,Unknown,,,,2,CH,66,,
1328,3/31/1993,A118,Unknown,,,,2,CH,92,,
20145,3/31/1993,A118,Unknown,,,,2,CH,92,,
1329,3/30/1993,A136,Unknown,,,,2,CH,60,,
20146,3/30/1993,A136,Unknown,,,,2,CH,60,,
1330,4/1/1993,937,Unknown,,,,2,CH,100,,
20147,4/1/1993,937,Unknown,,,,2,CH,100,,
1331,4/1/1993,0133,Unknown,,,,2,CH,80,,
20148,4/1/1993,0133,Unknown,,,,2,CH,80,,
1332,4/2/1993,919,Unknown,,,,2,CH,78,,
20149,4/2/1993,919,Unknown,,,,2,CH,78,,
1333,4/2/1993,A118,Unknown,,,,2,CH,90,,
20150,4/2/1993,A118,Unknown,,,,2,CH,90,,
1334,4/1/1993,9136,Unknown,,,,2,CH,108,,
20151,4/1/1993,9136,Unknown,,,,2,CH,108,,
1335,4/2/1993,A136,Unknown,,,,2,CH,80,,
20152,4/2/1993,A136,Unknown,,,,2,CH,80,,
1336,3/31/1993,937,Unknown,,,,2,CH,92,,
20153,3/31/1993,937,Unknown,,,,2,CH,92,,
1337,4/2/1993,AN22,A1030,,,,3,AN,104,2,
1338,4/2/1993,937,Unknown,,,,2,CH,100,,
20154,4/2/1993,937,Unknown,,,,2,CH,100,,
1339,4/4/1993,937,Z00X7,,,,3,CH,92,1,
1340,4/6/1993,937,Unknown,,,,2,CH,72,,
20155,4/6/1993,937,Unknown,,,,2,CH,72,,
1341,4/13/1993,AN22,A1X51,,,,3,AN,90,1,
1342,4/3/1993,919,Unknown,,,,2,CH,80,,
20156,4/3/1993,919,Unknown,,,,2,CH,80,,
1343,4/3/1993,41,Unknown,,,,2,CH,100,,
20157,4/3/1993,41,Unknown,,,,2,CH,100,,
1344,4/3/1993,A136,U6X25,,,,3,CH,90,1,
1345,4/3/1993,919,Unknown,,,,2,CH,70,,
20158,4/3/1993,919,Unknown,,,,2,CH,70,,
1346,4/3/1993,8060,Y9X13,,,,2,CH,92,1,
1347,4/3/1993,919,Unknown,,,,2,CH,95,,
20159,4/3/1993,919,Unknown,,,,2,CH,95,,
1348,4/5/1993,710,Unknown,,,,2,CH,82,,
20160,4/5/1993,710,Unknown,,,,2,CH,82,,
1349,4/6/1993,710,Unknown,,,,2,CH,88,,
20161,4/6/1993,710,Unknown,,,,2,CH,88,,
1350,4/6/1993,958,Unknown,,,,2,CH,88,,
20162,4/6/1993,958,Unknown,,,,2,CH,88,,
1351,4/6/1993,919,U6X49,,,,2,CH,93,1,
1352,4/6/1993,9136,Unknown,,,,2,CH,82,,
20163,4/6/1993,9136,Unknown,,,,2,CH,82,,
1353,4/7/1993,710,Unknown,,,,2,CH,80,,
20164,4/7/1993,710,Unknown,,,,2,CH,80,,
1354,4/7/1993,A118,Unknown,,,,2,CH,91,,
20165,4/7/1993,A118,Unknown,,,,2,CH,91,,
1355,4/16/1993,937,Z0X20,,,,2,CH,90,1,
1356,4/16/1993,937,Unknown,,,,2,CH,82,,
20166,4/16/1993,937,Unknown,,,,2,CH,82,,
1357,4/16/1993,937,Z00X6,,,,2,CH,81,1,
1358,4/7/1993,A136,Unknown,,,,2,CH,90,,
20167,4/7/1993,A136,Unknown,,,,2,CH,90,,
1359,4/7/1993,8018,Unknown,,,,2,CH,76,,
20168,4/7/1993,8018,Unknown,,,,2,CH,76,,
1360,4/7/1993,0133,Y9X14,,,,3,CH,118,1,
1361,4/8/1993,958,Unknown,,,,2,CH,84,,
20169,4/8/1993,958,Unknown,,,,2,CH,84,,
1362,4/8/1993,919,Unknown,,,,2,CH,94,,
20170,4/8/1993,919,Unknown,,,,2,CH,94,,
1363,4/8/1993,A118,Unknown,,,,2,CH,70,,
20171,4/8/1993,A118,Unknown,,,,2,CH,70,,
1364,4/8/1993,8018,Unknown,,,,2,CH,110,,
20172,4/8/1993,8018,Unknown,,,,2,CH,110,,
1365,4/9/1993,958,Unknown,,,,2,CH,72,,
20173,4/9/1993,958,Unknown,,,,2,CH,72,,
1366,4/11/1993,8060,Unknown,,,,2,CH,78,,
20174,4/11/1993,8060,Unknown,,,,2,CH,78,,
1367,4/11/1993,919,Unknown,,,,2,CH,81,,
20175,4/11/1993,919,Unknown,,,,2,CH,81,,
1368,4/12/1993,710,Unknown,,,,2,CH,99,,
20176,4/12/1993,710,Unknown,,,,2,CH,99,,
1369,4/15/1993,8060,Unknown,,,,2,CH,90,,
20177,4/15/1993,8060,Unknown,,,,2,CH,90,,
1370,4/16/1993,A118,Unknown,,,,2,CH,82,,
20178,4/16/1993,A118,Unknown,,,,2,CH,82,,
1371,4/16/1993,937,Z00X4,,,,3,CH,118,1,
1372,4/18/1993,710,Unknown,,,,2,CH,91,,
20179,4/18/1993,710,Unknown,,,,2,CH,91,,
1373,4/18/1993,937,Unknown,,,,2,CH,88,,
20180,4/18/1993,937,Unknown,,,,2,CH,88,,
1374,4/18/1993,937,Unknown,,,,2,CH,98,,
20181,4/18/1993,937,Unknown,,,,2,CH,98,,
1375,4/19/1993,937,Z0X23,,,,2,CH,94,1,
1376,4/19/1993,AN22,A1X85,,,,3,AN,85,5,
1377,4/20/1993,958,Unknown,,,,2,CH,90,,
20182,4/20/1993,958,Unknown,,,,2,CH,90,,
1378,4/21/1993,919,U6X46,,,,2,CH,93,1,
1379,4/21/1993,9136,Y9X04,,,,2,CH,90,1,
1380,4/21/1993,41,Unknown,,,,2,CH,94,,
20183,4/21/1993,41,Unknown,,,,2,CH,94,,
1381,4/22/1993,525,Unknown,,,,2,CH,82,,
20184,4/22/1993,525,Unknown,,,,2,CH,82,,
1382,4/22/1993,9136,Unknown,,,,2,CH,79,,
20185,4/22/1993,9136,Unknown,,,,2,CH,79,,
1383,4/23/1993,710,Unknown,,,,2,CH,100,,
20186,4/23/1993,710,Unknown,,,,2,CH,100,,
1384,4/24/1993,8018,Unknown,,,,2,CH,99,,
20187,4/24/1993,8018,Unknown,,,,2,CH,99,,
1385,4/28/1993,525,Unknown,,,,2,CH,114,,
20188,4/28/1993,525,Unknown,,,,2,CH,114,,
1386,4/29/1993,0133,Unknown,,,,2,CH,112,,
20189,4/29/1993,0133,Unknown,,,,2,CH,112,,
1387,5/3/1993,937,Z0X24,,,,2,CH,101,1,
1388,5/3/1993,8018,Unknown,,,,2,CH,65,,
20190,5/3/1993,8018,Unknown,,,,2,CH,65,,
1389,5/3/1993,A136,Unknown,,,,2,CH,108,,
20191,5/3/1993,A136,Unknown,,,,2,CH,108,,
1390,5/5/1993,710,X8X12,,,,3,CH,67,1,
1391,5/6/1993,UNKNCH,Y9X17,,,,2,CH,90,1,
1392,5/7/1993,41,X8X03,,,,2,CH,78,1,
1393,5/14/1993,525,Unknown,,,,2,CH,69,,
20192,5/14/1993,525,Unknown,,,,2,CH,69,,
1394,5/17/1993,UNKNCH,Unknown,,,,2,CH,89,,
20193,5/17/1993,UNKNCH,Unknown,,,,2,CH,89,,
1395,2/25/1994,UNKNAN,B2510,,,,2,AN,84,,
1396,2/26/1994,UNKNAN,B2001,,,,2,AN,70,,
1397,2/28/1994,UNKNAN,B2529,,,,2,AN,78,,
1398,3/12/1994,UNKNCH,A1X73,,,,2,CH,80,,
1399,3/16/1994,UNKNCH,Y9X13,,,,2,CH,94,,
1400,3/16/1994,UNKNCH,A1113,,,,3,CH,94,,
1401,3/16/1994,UNKNCH,A1X94,,,,2,CH,80,,
1402,3/16/1994,UNKNCH,A1X46,,,,3,CH,88,,
1403,3/18/1994,UNKNCH,A1X77,,,,3,CH,108,,
1404,3/19/1994,UNKNCH,A1025,,,,3,CH,96,,
1405,3/19/1994,UNKNCH,Z00X6,,,,2,CH,87,,
1406,3/20/1994,UNKNCH,W7046,,,,3,CH,120,,
1407,3/21/1994,UNKNCH,A1001,,,,3,CH,98,,
1408,3/22/1994,UNKNCH,A1105,,,,2,CH,89,,
1409,3/21/1994,UNKNCH,U6X10,,,,3,CH,88,,
1410,3/22/1994,UNKNCH,A1108,,,,3,CH,94,,
1411,3/22/1994,UNKNCH,A1109,,,,2,CH,80,,
1412,3/22/1994,UNKNCH,A1X69,,,,3,CH,105,,
1413,3/22/1994,UNKNCH,A1101,,,,2,CH,81,,
1414,3/22/1994,UNKNCH,A1120,,,,2,CH,92,,
1415,3/22/1994,UNKNCH,Y9X08,,,,3,CH,96,,
1416,3/23/1994,UNKNCH,A1X49,,,,2,CH,98,,
1417,3/23/1994,UNKNCH,A1X67,,,,2,CH,105,,
1418,3/23/1994,UNKNCH,A1104,,,,2,CH,89,,
1419,3/24/1994,UNKNCH,X8X12,,,,2,CH,89,,
1420,3/25/1994,UNKNCH,U6X25,,,,3,CH,110,,
1421,3/25/1994,UNKNCH,Y9X14,,,,3,CH,140,,
1422,3/26/1994,UNKNCH,A1117,,,,2,CH,74,,
1423,3/26/1994,UNKNCH,A1X53,,,,2,CH,89,,
1424,3/27/1994,UNKNCH,A1X83,,,,2,CH,80,,
1425,3/27/1994,UNKNCH,A1X90,,,,3,CH,108,,
1426,3/27/1994,UNKNCH,A1X60,,,,2,CH,86,,
1427,3/27/1994,UNKNCH,A1106,,,,3,CH,88,,
1428,3/28/1994,UNKNCH,A1115,,,,3,CH,85,,
1429,3/28/1994,UNKNCH,X8X02,,,,2,CH,108,,
1430,3/29/1994,UNKNCH,A1X82,,,,3,CH,99,,
1431,3/29/1994,UNKNCH,Z0X23,,,,3,CH,102,,
1432,3/29/1994,UNKNCH,Y9X07,,,,2,CH,89,,
1433,3/29/1994,UNKNCH,U6X53,,,,3,CH,88,,
1434,3/29/1994,UNKNCH,Z00X4,,,,2,CH,120,,
1435,3/30/1994,UNKNCH,A1X44,,,,3,CH,110,,
1436,3/31/1994,UNKNCH,U6X49,,,,3,CH,102,,
1437,3/28/1994,UNKNCH,A1X65,,,,2,CH,109,,
1438,3/31/1994,UNKNCH,A1X95,,,,2,CH,90,,
1439,3/28/1994,UNKNCH,A1018,,,,2,CH,88,,
1440,3/29/1994,UNKNCH,A1X62,,,,2,CH,88,,
1441,3/31/1994,UNKNCH,X8X03,,,,3,CH,105,,
1442,3/31/1994,UNKNCH,A1111,,,,2,CH,72,,
1443,4/2/1994,UNKNCH,A1107,,,,3,CH,100,,
1444,4/2/1994,UNKNCH,A1114,,,,2,CH,68,,
1445,4/4/1994,UNKNCH,A1X75,,,,3,CH,113,,
1446,4/2/1994,UNKNCH,A1118,,,,2,CH,82,,
1447,4/3/1994,UNKNCH,A1110,,,,2,CH,81,,
1448,4/2/1994,UNKNCH,A1006,,,,3,CH,113,,
1449,4/3/1994,UNKNAN,B2505,,,,3,AN,82,,
1450,4/2/1994,UNKNCH,A1116,,,,3,CH,94,,
1451,4/4/1994,UNKNCH,Z0X12,,,,3,CH,100,,
1452,4/3/1994,UNKNCH,Y9X01,,,,2,CH,105,,
1453,4/2/1994,UNKNCH,U6X46,,,,3,CH,99,,
1454,4/6/1994,UNKNCH,A1X51,,,,3,CH,102,,
1455,4/5/1994,UNKNCH,A1103,,,,2,CH,76,,
1456,4/6/1994,UNKNCH,A1X92,,,,3,CH,89,,
1457,4/8/1994,UNKNCH,Y9X17,,,,2,CH,88,,
1458,4/9/1994,UNKNCH,A1X40,,,,3,CH,108,,
1459,4/9/1994,UNKNCH,A1112,,,,3,CH,110,,
1460,4/10/1994,UNKNCH,A1X91,,,,2,CH,105,,
1461,4/9/1994,UNKNCH,A1X87,,,,3,CH,98,,
1462,4/11/1994,UNKNCH,A1X61,,,,2,CH,98,,
1463,4/9/1994,UNKNCH,A1037,,,,2,CH,92,,
1464,4/10/1994,UNKNCH,A1X85,,,,2,CH,105,,
1465,4/10/1994,UNKNCH,Z0X22,,,,2,CH,78,,
1466,4/12/1994,UNKNCH,A1X42,,,,2,CH,90,,
1467,4/13/1994,UNKNCH,A1X79,,,,2,CH,88,,
1468,4/14/1994,UNKNCH,A1X64,,,,2,CH,77,,
1469,4/19/1994,UNKNCH,Z0X20,,,,3,CH,120,,
1470,4/22/1994,UNKNCH,A1030,,,,2,CH,0,,
1471,4/21/1994,UNKNCH,Z00X2,,,,3,CH,114,,
1472,4/22/1994,UNKNCH,Z00X7,,,,3,CH,114,,
1473,4/21/1994,UNKNCH,A1102,,,,3,CH,100,,
1474,4/20/1994,UNKNCH,A1119,,,,2,CH,84,,
1475,4/30/1994,UNKNAN,B2024,,,,2,AN,70,,
1476,5/5/1994,UNKNCH,Z0X24,,,,2,CH,100,,
1477,5/5/1994,UNKNCH,Y9X04,,,,3,CH,99,,
1478,5/10/1994,UNKNCH,A1003,,,,2,CH,65,,
1479,2/14/1995,127,C3360,,,,3,AN,84,1,
1480,2/20/1995,127,C3343,,,,3,AN,79,1,
1481,2/21/1995,127,C3380,,,,2,AN,87,1,
1482,2/22/1995,127,C3085,,,,3,AN,70,1,
1483,2/23/1995,127,C3087,,,,2,AN,84,1,
1484,2/23/1995,127,C3044,,,,2,AN,61,1,
1485,2/23/1995,127,C3057,,,,3,AN,73,1,
1486,2/24/1995,127,C3381,,,,3,AN,89,1,
1487,2/24/1995,127,C3356,,,,2,AN,85,1,
1488,2/25/1995,127,C3386,,,,3,AN,82,1,
1489,2/25/1995,127,C3385,,,,2,AN,75,1,
1490,2/25/1995,127,C3003,,,,2,AN,89,1,
1491,2/25/1995,127,C3361,,,,3,AN,80,1,
1492,2/26/1995,127,C3362,,,,3,AN,76,1,
1493,2/26/1995,127,C3374,,,,3,AN,77,1,
1494,2/27/1995,127,C3111,,,,2,,109,3,
1495,2/27/1995,127,C3364,,,,3,AN,79,3,
1496,2/28/1995,127,C3367,,,,2,AN,83,3,
1497,2/28/1995,127,C3354,,,,3,AN,110,3,
1498,3/1/1995,127,C3371,,,,2,AN,79,1,
1499,3/1/1995,127,C3379,,,,3,AN,90,3,
1500,3/2/1995,127,C3359,,,,3,AN,69,1,
1501,3/2/1995,127,C3059,,,,3,,86,3,
1502,3/2/1995,127,C3121,,,,3,AN,86,3,
1503,3/2/1995,127,C3358,,,,2,AN,82,1,
1504,3/2/1995,127,C3357,,,,3,AN,94,1,
1505,3/3/1995,127,C3376,,,,2,AN,83,1,
1506,3/5/1995,127,C3036,,,,3,AN,96,1,
1507,3/13/1995,UNKNCH,A1106,,,,3,CH,94,1,
1508,3/16/1995,UNKNCH,U6X10,,,,3,CH,89,1,
1509,3/16/1995,UNKNCH,A1118,,,,2,CH,86,1,
1510,3/16/1995,UNKNCH,A1110,,,,2,CH,78,1,
1511,3/16/1995,UNKNCH,A1X95,,,,2,CH,70,1,
1512,3/16/1995,UNKNCH,Y9X08,,,,2,CH,88,1,
1513,3/17/1995,UNKNCH,B2001,,,,2,CH,82,1,
1514,3/18/1995,UNKNCH,A1X83,,,,2,CH,70,1,
1515,3/18/1995,UNKNCH,A1115,,,,2,CH,72,1,
1516,3/23/1995,UNKNCH,A1X51,,,,2,CH,64,1,
1517,3/18/1995,UNKNCH,A1X42,,,,2,CH,98,1,
1518,3/18/1995,UNKNAN,C3351,,,,3,AN,85,2,
1519,3/18/1995,UNKNCH,A1X92,,,,3,CH,82,1,
1520,3/18/1995,UNKNCH,A1113,,,,3,CH,85,1,
1521,3/19/1995,UNKNAN,C3342,,,,3,AN,80,1,
1522,3/19/1995,UNKNCH,A1X61,,,,3,CH,84,1,
1523,3/19/1995,UNKNCH,A1X91,,,,2,CH,99,1,
1524,3/19/1995,UNKNCH,A1025,,,,3,CH,119,1,
1525,3/21/1995,UNKNCH,A1X82,,,,2,CH,89,1,
1526,3/21/1995,UNKNAN,C3344,,,,2,AN,72,1,
1527,3/22/1995,UNKNCH,B2505,,,,2,CH,90,1,
1528,3/22/1995,UNKNCH,A1105,,,,3,CH,85,1,
1529,3/22/1995,UNKNAN,C3060,,,,2,AN,72,1,
1530,3/23/1995,UNKNHH,C3349,,,,3,HH,95,1,
1531,3/23/1995,UNKNCH,Z0X12,,,,3,CH,106,1,
1532,3/23/1995,UNKNCH,A1X90,,,,3,CH,104,1,
1533,3/24/1995,UNKNCH,U6X49,,,,3,CH,88,1,
1534,3/24/1995,UNKNCH,A1120,,,,3,CH,94,1,
1535,3/24/1995,UNKNCH,U6X25,,,,3,CH,84,1,
1536,3/24/1995,UNKNCH,X8X12,,,,2,CH,80,1,
1537,3/24/1995,UNKNCH,A1X60,,,,3,CH,104,1,
1538,3/24/1995,UNKNCH,Y9X01,,,,2,CH,86,1,
1539,3/24/1995,UNKNCH,A1X87,,,,3,CH,90,1,
1540,3/25/1995,UNKNCH,A1108,,,,3,CH,90,1,
1541,3/26/1995,UNKNCH,A1X44,,,,2,CH,72,1,
1542,3/26/1995,UNKNAN,C3090,,,,2,AN,89,1,
1543,3/28/1995,UNKNAR,C3089,,,,3,AR,90,1,
1544,3/29/1995,UNKNAN,C3378,,,,3,AN,70,1,
1545,3/29/1995,UNKNCH,A1X94,,,,2,CH,92,1,
1546,3/29/1995,UNKNCH,A1X46,,,,3,CH,94,1,
1547,3/29/1995,UNKNCH,Y9X13,,,,3,CH,101,1,
1548,3/29/1995,UNKNCH,A1X73,,,,3,CH,72,1,
1549,3/29/1995,UNKNCH,A1116,,,,3,CH,80,1,
1550,3/29/1995,UNKNCH,Y9X14,,,,3,CH,80,1,
1551,3/30/1995,UNKNCH,B2510,,,,2,CH,89,1,
1552,3/30/1995,UNKNCH,A1107,,,,2,CH,92,1,
1553,3/30/1995,UNKNCH,A1X67,,,,3,CH,109,1,
1554,3/30/1995,UNKNCH,A1X77,,,,2,CH,92,1,
1555,3/31/1995,UNKNCH,X8X03,,,,3,CH,81,1,
1556,3/31/1995,UNKNCH,A1X79,,,,2,CH,81,1,
1557,3/31/1995,UNKNCH,A1X64,,,,3,CH,88,1,
1558,3/31/1995,UNKNCH,A1X62,,,,2,CH,82,1,
1559,3/31/1995,UNKNCH,A1101,,,,2,CH,73,1,
1560,4/1/1995,UNKNCH,Z0X23,,,,2,CH,79,1,
1561,4/1/1995,UNKNCH,A1001,,,,2,CH,81,1,
1562,4/1/1995,UNKNCH,Z00X4,,,,3,CH,101,1,
1563,4/1/1995,UNKNCH,Z00X7,,,,3,CH,104,1,
1564,4/1/1995,UNKNCH,B2529,,,,2,CH,79,1,
1565,4/1/1995,UNKNCH,A1030,,,,3,CH,118,1,
1566,4/1/1995,UNKNCH,A1018,,,,3,CH,92,1,
1567,4/1/1995,UNKNCH,Z00X6,,,,2,CH,85,1,
1568,4/2/1995,UNKNCH,A1X40,,,,3,CH,89,1,
1569,4/2/1995,UNKNCH,A1X69,,,,3,CH,105,1,
1570,4/2/1995,UNKNCH,B2024,,,,3,CH,85,1,
1571,4/2/1995,UNKNCH,Y9X07,,,,3,CH,102,1,
1572,4/2/1995,UNKNCH,A1104,,,,3,CH,112,1,
1573,4/4/1995,UNKNAN,C3368,,,,3,AN,82,1,
1574,4/4/1995,UNKNCH,Y9X04,,,,2,CH,89,1,
1575,4/4/1995,UNKNCH,A1119,,,,2,CH,99,1,
1576,4/5/1995,UNKNCH,A1X75,,,,2,CH,92,1,
1577,4/5/1995,UNKNCH,Z0X20,,,,3,CH,98,1,
1578,4/6/1995,UNKNCH,A1117,,,,3,CH,95,1,
1579,4/6/1995,UNKNCH,Z0X22,,,,3,CH,72,1,
1580,4/6/1995,UNKNAN,C3064,,,,2,AN,76,1,
1581,4/7/1995,UNKNCH,A1X49,,,,2,CH,107,1,
1582,4/1/1995,UNKNCH,A1003,,,,3,CH,81,1,
1583,4/7/1995,UNKNCH,U6X53,,,,3,CH,91,1,
1584,4/8/1995,UNKNCH,A1114,,,,3,CH,88,,
1585,4/8/1995,UNKNCH,A1111,,,,2,CH,83,1,
1586,4/9/1995,UNKNCH,A1103,,,,3,CH,86,1,
1587,4/9/1995,UNKNCH,A1109,,,,2,,80,1,
1588,4/10/1995,UNKNCH,A1X85,,,,3,CH,110,1,
1589,4/11/1995,UNKNCH,A1X65,,,,2,CH,111,1,
1590,4/11/1995,UNKNCH,X8X02,,,,3,CH,94,1,
1591,4/11/1995,UNKNAN,C3341,,,,3,AN,77,1,
1592,4/12/1995,UNKNAN,C3369,,,,3,AN,91,1,
1593,4/12/1995,UNKNCH,Y9X17,,,,3,CH,104,1,
1594,4/12/1995,UNKNAR,C3107,,,,2,AR,72,1,
1595,4/14/1995,UNKNCH,A1X53,,,,2,CH,78,1,
1596,4/15/1995,UNKNAN,C3035,,,,3,AN,70,1,
1597,4/16/1995,UNKNCH,Z0X24,,,,3,CH,106,1,
1598,4/17/1995,UNKNCH,U6X46,,,,2,CH,73,1,
1599,4/17/1995,UNKNCH,A1037,,,,2,CH,94,1,
1600,4/22/1995,UNKNCH,A1102,,,,3,CH,108,1,
1601,4/23/1995,UNKNAR,C3366,,,,2,AR,67,1,
1602,4/27/1995,UNKNAN,C3383,,,,3,AN,79,1,
1603,4/28/1995,UNKNCH,A1006,,,,3,CH,128,1,
1604,5/8/1995,UNKNCH,Z00X2,,,,2,CH,102,1,
1605,5/15/1995,UNKNCH,A1112,,,,2,CH,85,1,
1606,5/29/1995,UNKNAN,D4347,,,,3,AN,70,1,
1607,2/16/1996,127,C3360,,,,2,AN,86,1,
1608,2/19/1996,132,C3057,,,,2,AN,76,1,
1609,2/19/1996,127,Y9X01,,,,2,AN,76,1,
1610,2/20/1996,132,D4348,,,,2,AN,63,1,
1611,2/20/1996,127,C3362,,,,2,AN,73,1,
1612,2/21/1996,127,D4360,,,,2,AN,55,1,
1613,2/22/1996,132,C3379,,,,2,AN,71,1,
1614,2/22/1996,127,C3060,,,,2,AN,84,1,
1615,2/22/1996,155,D4344,,16961634,,3,AN,84,1,
1616,2/23/1996,155,D4371,,16968803,,3,AN,65,1,
1617,2/23/1996,132,D4309,,,,2,AN,72,1,
1618,2/23/1996,132,D4292,,16970997,,3,AN,84,1,
1619,2/23/1996,155,D4375,,16962859,,3,AN,92,2,
1620,2/24/1996,155,C3361,,17100237,,3,AN,78,1,
1621,2/24/1996,132,C3359,,,,2,AN,64,1,
1622,2/24/1996,127,C3364,,,,2,AN,82,1,
1623,2/24/1996,132,D4291,,16960852,,3,AN,84,1,
1624,2/24/1996,127,D4313,,,,2,AN,81,1,
1625,2/24/1996,155,C3385,,,,2,AN,80,1,
1626,2/25/1996,127,A1X95,,,,3,AN,86,1,
1627,2/26/1996,132,D4305,,,,2,AN,57,1,
1628,2/26/1996,336C,D4322,,,,2,AN,77,1,
1629,2/26/1996,1445,D4281,,,,2,AN,67,1,
1630,2/27/1996,1445,C3342,,,,2,AN,72,1,
1631,2/27/1996,127,A1120,,16898181,,3,AN,96,1,
1632,2/27/1996,127,D4349,,,,2,AN,78,1,
1633,2/27/1996,155,D4285,,16903209,,3,AN,62,1,
1634,2/28/1996,155,D4337,,16911709,,3,AN,94,3,
1635,2/28/1996,127,D4317,,17078000,,3,AN,77,1,
1636,3/28/1996,UNKNAR,D4277,,16944081,,3,AR,80,1,
1637,2/28/1996,1445,D4096,,16904337,,3,AN,75,1,
1638,2/28/1996,127,D4329,,17079442,,3,AN,97,2,
1639,2/29/1996,336C,D4340,,,,2,AN,72,1,
1640,2/28/1996,1445,A1X92,,,,2,AN,68,1,
1641,2/29/1996,132,D4335,,17079002,,3,AN,74,1,
1642,2/29/1996,1445,A1119,,,,2,AN,78,1,
