chaps_id,birthdate,breed,registration,regname,elecid,sireid,cowid,sex,sex_date,birthwt,calvingease,status,herdid
389,3/30/2007,LOHHARHH,,,9.49E+14,307M,N3099,3,,69,1,,H38
390,4/1/2007,LOLOAN,,,9.49E+14,307M,P4099,2,,62,1,,H38
391,4/2/2007,LOLOANHH,,,9.49E+14,307M,R5282,2,,74,1,,H38
392,4/7/2007,LOLOHHAN,,,9.49E+14,307M,P4191,3,,72,1,,H38
393,5/7/2007,LOLOANHH,,,,307M,R5167,3,,72,1,,H38
394,5/11/2007,LOLOHHHH,,,9.49E+14,307M,R5281,2,,52,1,,H38
397,3/19/2008,ARLOANAN,,,9.49E+14,S6032,S6185,2,,56,1,,H38
399,3/20/2008,LOLOANAR,,,9.49E+14,307M,R5132,2,,62,1,,H38
404,3/25/2008,ARLOANAN,,,9.49E+14,S6032,S6163,3,,72,1,,H38
405,3/25/2008,ARLOANHH,,,9.49E+14,S6032,S6183,3,,64,1,,H38
410,3/28/2008,LOLOHH,,,9.49E+14,307M,R5099,2,,70,1,,H38
411,3/28/2008,LOLOANHH,,,9.49E+14,307M,P4108,3,,86,1,,H38
412,3/29/2008,ARLOANAN,,,9.49E+14,S6032,S6094,2,,64,1,,H38
413,3/30/2008,ARLOANAN,,,9.49E+14,S6032,S6266,3,,70,1,,H38
415,4/2/2008,ARLOARHP,,,9.49E+14,S6032,S6134,2,,71,1,,H38
416,4/3/2008,LOLOHHHH,,,9.49E+14,307M,R5281,3,,67,1,,H38
418,4/6/2008,ARLOANAR,,,9.49E+14,S6032,S6208,3,,70,1,,H38
419,4/7/2008,ARLOHHHH,,,,S6032,S6092,2,,79,1,,H38
421,4/7/2008,LOLOANHH,,,9.49E+14,307M,R5167,2,,68,1,,H38
423,4/9/2008,ARLOANAN,,,,S6032,S6198,2,,64,1,,H38
425,4/16/2008,ARLOARHH,,,,S6032,S6122,3,,88,3,,H38
427,4/17/2008,ARLOANHH,,,9.49E+14,S6032,S6164,3,,74,1,,H38
428,4/17/2008,ARLOANAN,,,9.49E+14,S6032,S6273,2,,74,1,,H38
430,4/19/2008,ARLOANHH,,,9.49E+14,S6032,S6147,3,,54,1,,H38
431,4/19/2008,LOLOAN,,,9.49E+14,307M,P4099,3,,88,1,,H38
432,4/20/2008,ARLOANAN,,,9.49E+14,S6032,S6124,3,,64,1,,H38
433,4/20/2008,ARLOAN,,,9.49E+14,S6032,S6115,3,,66,1,,H38
435,4/27/2008,ARLOANHH,,,,S6032,S6250,3,,82,5,,H38
436,4/30/2008,ARLOANHH,,,9.49E+14,S6032,S6040,3,,70,1,,H38
437,5/1/2008,ARLOANAN,,,,S6032,S6112,2,,58,1,,H38
438,5/5/2008,ARLOLOAN,,,9.49E+14,S6032,S6096,3,,60,1,,H38
440,5/12/2008,ARLOANHH,,,9.49E+14,S6032,S6197,3,,62,1,,H38
441,5/14/2008,ARLOAN,,,9.49E+14,S6032,S6114,2,,72,1,,H38
442,5/16/2008,ARLOANHH,,,9.49E+14,S6032,S6165,3,,60,1,,H38
443,3/6/2008,LOANHP,,,,UNKN,S6108,0,,0,1,,H38
444,3/5/2008,LOANAR,,,,UNKN,S6109,0,,0,1,,H38
445,3/20/2009,ARLOANHH,,,,S6032,S6248,3,,64,1,,H38
446,3/22/2009,ANLOANHH,,,,7AN221,P4108,3,,64,1,,H38
447,3/22/2009,ARLOLOAN,,,,S6032,S6096,2,,54,1,,H38
449,3/23/2009,AN,,,,7AN221,N3087,2,,65,1,,H38
450,3/23/2009,SHHHARHH,,,,UNKNSH,N3099,3,,54,1,,H38
451,3/23/2009,ARLOAN,,,,S6032,S6196,3,,62,1,,H38
454,3/26/2009,ARLOHHAR,,,,S6032,S6072,2,,50,1,,H38
455,3/26/2009,ARLOANAN,,,,UNKNAR,S6242,3,,56,1,,H38
458,3/28/2009,ARLOANHH,,,,S6032,S6250,3,,76,1,,H38
459,3/31/2009,ARLOANAN,,,,UNKNAR,S6198,3,,82,1,,H38
460,3/31/2009,ARLOANAR,,,,S6032,S6208,3,,80,1,,H38
462,4/1/2009,ARLOANHH,,,,S6032,S6135,3,,82,1,,H38
464,4/1/2009,ARLOANHH,,,,S6032,S6197,3,,92,1,,H38
465,4/1/2009,ANLOHHAN,,,,7AN221,P4191,3,,90,1,,H38
468,4/4/2009,ARLOAN,,,,S6032,S6259,3,,60,3,,H38
469,4/7/2009,ARLOANAN,,,,S6032,S6266,3,,90,1,,H38
473,4/9/2009,ARLOHHHH,,,,S6042,R5281,3,,60,1,,H38
474,4/10/2009,ARLOAN,,,,S6032,S6115,3,,72,1,,H38
476,4/13/2009,ARLOAN,,,,S6032,S6121,3,,50,1,,H38
477,4/15/2009,ARLOANAR,,,,S6153,P4132,3,,76,1,,H38
481,4/19/2009,ARLOARHH,,,,S6032,S6122,3,,90,1,,H38
482,4/21/2009,ARANARHH,,,,S48,N3326,3,,82,1,,H38
483,4/25/2009,ARLOANHH,,,,S6032,S6165,3,,62,1,,H38
484,4/28/2009,ARLOANAN,,,,UNKNAR,S6244,3,,64,1,,H38
486,5/18/2009,LOANANAN,,,,UNKN,S6185,0,,0,1,,H38
487,2/23/2010,ARLOAN,,,9.99E+14,UNKNAR,U8105,2,,72,1,,H38
488,2/28/2010,ARLOAN,,,9.82E+14,UNKNAR,U8080,3,,67,1,,H38
489,3/1/2010,ARARLOHH,,,9.82E+14,UNKNAR,U8057,3,,79,1,,H38
490,3/1/2010,ARLOARAN,,,9.99E+14,UNKNAR,U8039,2,,66,1,,H38
491,3/1/2010,ARARLOAN,,,9.99E+14,UNKNAR,U8044,2,,72,1,,H38
492,3/3/2010,ARLOARHH,,,9.99E+14,UNKNAR,U8012,2,,74,1,,H38
493,3/3/2010,ARLOLOAN,,,9.82E+14,UNKNAR,U8008,3,,75,1,,H38
494,3/4/2010,ARLOANHH,,,9.82E+14,UNKNAR,U8116,3,,80,1,,H38
495,3/5/2010,ARLOHHAR,,,9.82E+14,UNKNAR,U8190,1,,75,5,,H38
496,3/5/2010,ARARLOAN,,,9.99E+14,UNKNAR,U8242,2,,62,1,,H38
497,3/5/2010,ARARLOAN,,,9.99E+14,UNKNAR,U8020,2,,59,1,,H38
498,3/5/2010,ARARLOAN,,,9.99E+14,UNKNAR,U8045,2,,55,1,,H38
499,3/7/2010,ARLOANAN,,,9.99E+14,UNKNAR,U8302,2,,55,1,,H38
500,3/7/2010,ARLOAN,,,9.82E+14,UNKNAR,U8235,1,,76,1,,H38
501,3/8/2010,ARARLOAN,,,9.99E+14,UNKNAR,U8200,2,,86,1,,H38
502,3/8/2010,ARARLOAN,,,,UNKNAR,U8268,2,,50,1,,H38
503,3/10/2010,ARLOANHH,,,9.99E+14,UNKNAR,R5282,2,,78,1,,H38
504,3/11/2010,ARLOANHH,,,9.99E+14,V108,S6248,2,,86,1,,H38
505,3/12/2010,ARLOANAN,,,9.82E+14,UNKNAR,U8019,3,,80,1,,H38
506,3/12/2010,ARLOANHH,,,9.99E+14,UNKNAR,U8082,1,,62,1,,H38
507,3/13/2010,ARLOANAR,,,9.82E+14,UNKNAR,U8004,3,,56,1,,H38
508,3/13/2010,ARLOANHH,,,9.99E+14,V529,P4108,2,,84,1,,H38
509,3/13/2010,ARLOANHP,,,9.82E+14,UNKNAR,U8257,3,,70,5,,H38
510,3/14/2010,ARLOANAR,,,9.82E+14,V108,N3326,1,,74,1,,H38
511,3/14/2010,ARLOANHH,,,9.99E+14,UNKNAR,S6250,2,,72,1,,H38
512,3/14/2010,ARLOANAN,,,9.99E+14,UNKNAR,S6198,2,,66,1,,H38
513,3/15/2010,ARLOANAR,,,9.99E+14,UNKNAR,P4132,2,,65,1,,H38
514,3/15/2010,ARLOANAN,,,9.82E+14,UNKNAR,U8149,3,,68,1,,H38
515,3/15/2010,ARLOLOAN,,,9.99E+14,UNKNAR,U8001,2,,50,1,,H38
516,3/16/2010,ARLOANAN,,,9.99E+14,UNKNAR,S6163,2,,72,1,,H38
517,3/18/2010,ARLOANHH,,,9.99E+14,UNKNAR,U8285,2,,70,1,,H38
518,3/18/2010,ARLOANGV,,,9.82E+14,UNKNAR,P4082,3,,70,1,,H38
519,3/18/2010,ARLOANHH,,,9.99E+14,UNKNAR,S6040,1,,86,1,,H38
520,3/18/2010,ARLOANAN,,,9.82E+14,UNKNAR,S6124,1,,74,1,,H38
521,3/19/2010,ARLOAN,,,9.82E+14,V532,N3087,1,,68,1,,H38
522,3/19/2010,ARLOAN,,,9.99E+14,UNKNAR,S6115,2,,66,1,,H38
523,3/19/2010,ARLOAN,,,9.99E+14,UNKNAR,S6196,2,,58,1,,H38
524,3/20/2010,ARLOAN,,,9.99E+14,V108,S6259,2,,75,1,,H38
525,3/20/2010,ARLOARHH,,,9.82E+14,UNKNAR,U8042,3,,90,3,,H38
526,3/21/2010,ARLOANHH,,,9.82E+14,V108,S6183,1,,90,1,,H38
527,3/23/2010,ARLOARHH,,,9.99E+14,V108,N3099,2,,80,1,,H38
528,3/25/2010,LOLOHHAR,,,9.82E+14,UNKNLO,S6072,3,,62,1,,H38
529,3/26/2010,ARLOANAN,,,9.99E+14,V108,S6242,2,,78,1,,H38
530,3/26/2010,ARLOARAN,,,9.82E+14,UNKNAR,U8043,3,,70,1,,H38
531,3/27/2010,ARLOLOAN,,,9.82E+14,V108,S6096,1,,76,1,,H38
532,3/27/2010,ARLOANHH,,,9.82E+14,UNKNAR,U8081,3,,82,1,,H38
533,3/28/2010,ARLOARHH,,,9.82E+14,V108,S6122,1,,85,1,,H38
534,3/29/2010,ARLOANHH,,,9.82E+14,V108,R5167,3,,80,1,,H38
535,3/29/2010,ARLOANHH,,,9.82E+14,V108,S6164,3,,85,1,,H38
536,3/30/2010,ARLOANHH,,,9.99E+14,V108,S6184,2,,82,1,,H38
537,3/30/2010,ARLOANAN,,,9.82E+14,V529,S6273,1,,86,1,,H38
538,3/31/2010,ARARLOAN,,,9.99E+14,UNKNAR,U8313,2,,44,1,,H38
539,3/31/2010,ARLOANAN,,,9.99E+14,V108,S6244,2,,68,1,,H38
540,4/2/2010,ARARLOAN,,,9.99E+14,UNKNAR,U8278,2,,86,1,,H38
541,4/3/2010,ARLOLOHH,,,9.99E+14,V529,S6093,2,,80,1,,H38
542,4/3/2010,ARLOANHH,,,9.99E+14,V108,S6165,2,,70,1,,H38
543,4/4/2010,ARARLOLO,,,9.82E+14,UNKNAR,U8163,1,,72,1,,H38
544,4/5/2010,ARLOHHHH,,,9.82E+14,UNKNAR,R5281,3,,47,1,,H38
545,4/7/2010,ARLOANHH,,,9.82E+14,UNKNAR,S6197,1,,75,1,,H38
546,4/8/2010,ARLOLOAN,,,9.99E+14,UNKNAR,U8032,2,,62,1,,H38
547,4/10/2010,LOLOANAN,,,9.82E+14,UNKNLO,S6185,3,,68,1,,H38
548,4/12/2010,ARLOARAN,,,9.82E+14,UNKNAR,U8054,3,,75,1,,H38
549,4/12/2010,ARLOHH,,,9.99E+14,UNKNAR,R5099,2,,80,1,,H38
550,4/13/2010,ARLOANHH,,,9.99E+14,UNKNAR,S6135,2,,80,1,,H38
551,4/14/2010,ARLOHHAN,,,9.99E+14,UNKNAR,P4191,2,,84,1,,H38
552,4/19/2010,ARLOAN,,,9.82E+14,UNKNAR,S6230,3,,84,1,,H38
553,5/2/2010,ARLOAN,,,9.99E+14,V108,S6104,2,,72,1,,H38
554,5/8/2010,ARLOANAN,,,9.99E+14,V108,S6266,2,,92,1,,H38
555,1/30/2010,ARLOANAR,,,,UNKNAR,U8236,0,,0,1,,H38
556,3/25/2010,ARARLOAN,,,,UNKNAR,U8058,3,,60,4,,H38
557,4/3/2010,ARLOAN,,,,V108,P4099,2,,80,1,,H38
558,5/18/2010,ARLOANHH,,,,UNKN,U8256,0,,0,1,,H38
559,5/18/2010,LOANANGV,,,,UNKN,S6094,0,,0,1,,H38
560,1/30/2010,ARLOLOHH,,,,UNKNAR,U8133,0,,0,1,,H38
561,3/14/2010,ARLOANAR,,,,UNKNAR,U8226,2,,74,1,,H38
562,3/21/2010,ARLOLOAN,,,,UNKNAR,U8091,2,,60,1,,H38
563,2/27/2011,ARARLOAN,,,9.82E+14,29AR0205,W9187,2,,58,1,,H38
564,2/28/2011,ARARLOAN,,,9.82E+14,29AR0205,W9224,3,,94,3,,H38
565,3/1/2011,ARARLOAN,,,9.82E+14,29AR0205,W9053,2,,62,1,,H38
566,3/2/2011,ARANLOAN,,,9.82E+14,29AR0205,W9123,3,,62,1,,H38
567,3/2/2011,ARLOANAN,,,9.82E+14,UNKNAR,S6124,3,,81,1,,H38
568,3/3/2011,ARARLOLO,,,9.82E+14,29AR0205,W9215,2,,80,1,,H38
569,3/3/2011,ARARANAN,,,9.82E+14,29AR0205,W9216,3,,68,5,,H38
570,3/4/2011,ARANARHP,,,9.82E+14,29AR0205,W9122,2,,62,1,,H38
571,3/4/2011,ARARLOAN,,,9.82E+14,29AR0205,W9069,2,,72,1,,H38
572,3/5/2011,ARLOARHH,,,9.82E+14,UNKNAR,U8042,3,,82,1,,H38
573,3/5/2011,ARARLOAN,,,9.82E+14,29AR0205,W9109,2,,80,1,,H38
574,3/5/2011,ARLOARAN,,,9.82E+14,UNKNAR,U8039,2,,62,1,,H38
575,3/5/2011,ARLOHHAR,,,9.82E+14,UNKNAR,S6072,2,,48,1,,H38
576,3/6/2011,ARLOANHH,,,9.82E+14,W12,U8081,2,,70,1,,H38
577,3/7/2011,ARARLOAN,,,9.82E+14,29AR0205,W9188,3,,68,1,,H38
578,3/8/2011,ARANARHH,,,9.82E+14,29AR0205,W9070,3,,80,1,,H38
579,3/8/2011,ARARLOAN,,,9.82E+14,UNKNAR,U8200,2,,54,1,,H38
580,3/8/2011,LOLOAN,,,9.82E+14,750S,S6104,2,,68,1,,H38
581,3/10/2011,LOARLOAN,,,9.82E+14,750S,U8256,2,,60,1,,H38
582,3/10/2011,LOLOLOAN,,,9.82E+14,750S,U8091,2,,68,1,,H38
583,3/11/2011,ARAN,,,9.82E+14,W12,N3087,3,,78,1,,H38
584,3/11/2011,ARARLOAN,,,9.82E+14,UNKNAR,U8242,2,,60,1,,H38
585,3/11/2011,ARLOLOAN,,,9.82E+14,UNKNAR,U8001,2,,58,1,,H38
586,3/11/2011,ARLOAN,,,9.82E+14,UNKNAR,U8105,2,,70,1,,H38
587,3/11/2011,ARLOANHH,,,9.82E+14,UNKNAR,S6183,3,,80,1,,H38
588,3/12/2011,ARARLOAN,,,9.82E+14,UNKNAR,U8020,2,,62,1,,H38
589,3/13/2011,ARLOLOHH,,,9.82E+14,UNKNAR,S6093,2,,64,1,,H38
590,3/13/2011,ARLOANHH,,,9.82E+14,UNKNAR,S6040,3,,68,1,,H38
591,3/14/2011,LOARLOAN,,,9.82E+14,UNKNLO,W9217,2,,52,1,,H38
592,3/14/2011,ARLOANHH,,,9.82E+14,UNKNAR,S6164,3,,70,1,,H38
593,3/14/2011,LOLOANAN,,,9.82E+14,750S,S6094,3,,80,1,,H38
594,3/14/2011,ARLOLOAN,,,9.82E+14,UNKNAR,S6096,2,,70,1,,H38
595,3/14/2011,ARHHARHH,,,9.82E+14,UNKNAR,N3099,3,,60,1,,H38
596,3/15/2011,LOARLOAN,,,9.82E+14,UNKNLO,W9251,2,,56,1,,H38
597,3/16/2011,LOLOLOHH,,,9.82E+14,750S,U8133,3,,70,1,,H38
598,3/16/2011,ARLOHHHH,,,9.82E+14,UNKNAR,R5281,2,,62,1,,H38
599,3/16/2011,ARARLOAN,,,9.82E+14,UNKNAR,U8044,2,,62,1,,H38
600,3/16/2011,ARLOANAN,,,,UNKNAR,S6185,2,,61,1,,H38
601,3/17/2011,ARLOANAR,,,9.82E+14,UNKNAR,P4132,2,,60,1,,H38
602,3/17/2011,ARLOANHH,,,9.82E+14,UNKNAR,S6250,3,,68,1,,H38
603,3/17/2011,ARLOANHH,,,9.82E+14,UNKNAR,U8116,3,,76,1,,H38
604,3/17/2011,ARLOANAN,,,9.82E+14,W12,S6242,2,,70,1,,H38
605,3/17/2011,ARLOHHAR,,,9.82E+14,V131,U8190,3,,68,1,,H38
606,3/17/2011,ARLOAN,,,9.82E+14,UNKNAR,S6230,2,,74,1,,H38
607,3/18/2011,ARLOAN,,,9.82E+14,V131,S6115,3,,66,1,,H38
608,3/18/2011,LOLOANHH,,,9.82E+14,M398,P4108,1,,59,1,,H38
609,3/18/2011,LOARLOAN,,,9.82E+14,750S,U8058,3,,60,1,,H38
610,3/19/2011,ARLOANHH,,,9.82E+14,UNKNAR,S6165,3,,62,1,,H38
611,3/19/2011,ARLOANAN,,,9.82E+14,UNKNAR,S6273,3,,78,1,,H38
612,3/19/2011,ARLOARHH,,,9.82E+14,UNKNAR,S6122,2,,62,1,,H38
613,3/19/2011,ARLOANHH,,,9.82E+14,UNKNAR,U8285,3,,68,1,,H38
614,3/20/2011,LOARLOAN,,,9.82E+14,UNKNLO,W9157,2,,60,1,,H38
615,3/20/2011,ARLOANAN,,,9.82E+14,V131,U8302,2,,61,1,,H38
616,3/22/2011,LOARLOAN,,,9.82E+14,UNKNLO,W9207,2,,54,1,,H38
617,3/22/2011,ARLOARAN,,,9.82E+14,V131,U8043,2,,52,1,,H38
618,3/24/2011,ARANARHH,,,9.82E+14,UNKNAR,N3326,3,,74,1,,H38
619,3/25/2011,ARLOANHH,,,9.82E+14,W12,R5282,2,,84,1,,H38
620,3/26/2011,LOARLOAN,,,9.82E+14,UNKNLO,W9077,3,,70,1,,H38
621,3/29/2011,ARLOANHH,,,9.82E+14,UNKNAR,U8082,2,,78,1,,H38
622,3/30/2011,ARLOARHH,,,9.82E+14,UNKNAR,U8012,3,,68,1,,H38
623,3/31/2011,ARLOANHH,,,9.82E+14,UNKNAR,S6135,3,,68,1,,H38
624,4/1/2011,ARLOHH,,,9.82E+14,UNKNAR,R5099,2,,70,1,,H38
625,4/2/2011,ARARLOLO,,,9.82E+14,W12,U8163,2,,78,1,,H38
626,4/3/2011,ARLOANHH,,,9.82E+14,UNKNAR,S6197,3,,70,1,,H38
627,4/4/2011,LOLOANAN,,,9.82E+14,750S,S6266,3,,82,1,,H38
628,4/4/2011,LOARLOAN,,,,UNKNLO,W9060,3,,70,1,,H38
629,4/4/2011,LOLOANAN,,,9.82E+14,750S,S6244,3,,64,1,,H38
630,4/2/2011,ARARLOAN,,,9.82E+14,W12,U8045,2,,70,1,,H38
631,4/5/2011,LOLOANAR,,,,750S,U8226,3,,82,1,,H38
632,4/7/2011,ARLOAN,,,9.82E+14,UNKNAR,S6259,3,,62,1,,H38
633,4/8/2011,LOANLOHH,,,9.82E+14,UNKNLO,W9076,3,,70,1,,H38
634,4/9/2011,ARLOANHH,,,9.82E+14,UNKNAR,S6248,3,,78,1,,H38
635,4/11/2011,ARARLOAN,,,,UNKNAR,U8278,2,,56,1,,H38
636,4/13/2011,LOLOANGV,,,9.82E+14,M398,P4082,1,,74,1,,H38
637,4/16/2011,LOARLOAN,,,9.82E+14,UNKNLO,W9148,3,,65,1,,H38
638,4/17/2011,ARLOARAN,,,9.82E+14,UNKNAR,U8054,2,,70,1,,H38
639,3/6/2011,ARLOLOAN,,,,UNKNAR,U8032,2,,64,1,,H38
640,3/10/2011,ARARLOAN,,,,UNKNAR,U8313,2,,44,1,,H38
641,3/11/2011,ARARLOHH,,,,UNKNAR,U8057,3,,72,1,,H38
642,3/11/2011,LOARLOAN,,,,UNKNLO,W9186,2,,52,1,,H38
643,2/22/2011,ARLOAN,,,,W12,U8080,2,,54,1,,H38
644,4/4/2011,LOLOANAR,,,,750S,U8236,2,,68,1,,H38
645,2/24/2011,ARLOANAN,,,,UNKNAR,U8019,0,,0,1,,H38
646,3/15/1990,HP,,,,HPX5,Unknown,2,,84,,,H38
647,3/15/1990,HP,,,,HU10,Unknown,2,,90,,,H38
648,3/16/1990,HP,,,,HX15,Unknown,2,,92,,,H38
649,3/16/1990,HP,,,,HU10,Unknown,2,,74,,,H38
650,3/20/1990,HP,,,,HPU2,Unknown,2,,80,,,H38
651,3/21/1990,HP,,,,HU10,Unknown,2,,94,,,H38
652,3/22/1990,HP,,,,HU10,Unknown,2,,112,,,H38
653,3/24/1990,HP,,,,2141,Unknown,2,,80,,,H38
654,3/24/1990,HP,,,,HPU2,Unknown,2,,62,,,H38
655,3/26/1990,HP,,,,HU10,Unknown,2,,100,,,H38
656,3/26/1990,HP,,,,2141,Unknown,2,,92,,,H38
657,3/26/1990,HP,,,,HU10,Unknown,2,,94,,,H38
658,3/27/1990,HP,,,,HPX5,Unknown,2,,80,,,H38
659,3/29/1990,HP,,,,HU10,Unknown,2,,102,,,H38
660,4/9/1990,HP,,,,HPX5,Unknown,2,,82,,,H38
661,4/21/1990,HP,,,,HPU9,Unknown,2,,84,,,H38
662,4/29/1990,HP,,,,HU10,Unknown,2,,96,,,H38
663,5/4/1990,HP,,,,HU10,Unknown,2,,78,,,H38
664,5/15/1990,HP,,,,HPX5,Unknown,2,,90,,,H38
665,5/1/2012,ARLOAN,,,9.49E+14,V131,S6104,3,,56,1,,H38
666,5/7/2012,ARLOLOAN,,,9.49E+14,X0100,X0294,2,,50,1,,H38
667,5/8/2012,ARLOANHH,,,9.49E+14,V131,U8081,2,,60,1,,H38
668,5/12/2012,ARARLOAN,,,,V131,W9217,3,,55,1,,H38
669,5/15/2012,ARLOLOAN,,,9.49E+14,V162,U8091,2,,60,1,,H38
670,5/15/2012,ARLOLOAN,,,9.49E+14,X0025,X0298,3,,60,1,,H38
671,5/16/2012,ARLOANSM,,,9.49E+14,X0025,X0264,3,,65,1,,H38
672,5/16/2012,ARLOARHH,,,9.49E+14,V131,U8012,2,,65,1,,H38
673,5/16/2012,ARLOARAN,,,9.49E+14,UNKNAR,U8054,3,,82,1,,H38
674,5/16/2012,ARLOANAN,,,9.49E+14,V131,S6242,3,,68,1,,H38
675,5/16/2012,ARLOLOAN,,,9.49E+14,X0100,X0291,2,,55,1,,H38
676,5/17/2012,ARLOAN,,,9.49E+14,W045,U8105,2,,75,1,,H38
677,5/17/2012,ARARLOAN,,,9.49E+14,V162,U8045,3,,75,1,,H38
678,5/17/2012,ARARLOAN,,,9.49E+14,UNKNAR,W9251,3,,75,1,,H38
679,5/18/2012,ARLOARAN,,,9.49E+14,UNKNAR,U8043,3,,77,1,,H38
680,5/19/2012,ARARLOLO,,,9.49E+14,W045,W9215,2,,80,1,,H38
681,5/19/2012,ANANARMX,,,9.49E+14,UNKNAN,U8285,2,,55,1,,H38
682,5/19/2012,ARLOANHH,,,9.49E+14,UNKNAR,S6040,2,,75,1,,H38
683,5/19/2012,ARLOANGV,,,9.49E+14,V162,P4082,3,,75,1,,H38
684,5/20/2012,ARLOLOAN,,,9.49E+14,X0100,X0269,2,,65,1,,H38
685,5/20/2012,ARARLOAN,,,9.49E+14,V131,U8200,2,,42,1,,H38
686,5/20/2012,ARANLOAN,,,9.49E+14,V131,W9123,2,,65,1,,H38
687,5/20/2012,ARLOHH,,,9.49E+14,V162,R5099,2,,70,1,,H38
688,5/21/2012,ARLOLOAN,,,9.49E+14,X0025,X0287,2,,55,1,,H38
689,5/21/2012,ARLOLOAN,,,9.49E+14,X0100,X0293,2,,52,1,,H38
690,5/21/2012,ARARLOAN,,,9.49E+14,V162,W9188,2,,82,1,,H38
691,5/21/2012,ARLOARAN,,,9.49E+14,V162,U8039,3,,85,1,,H38
692,5/22/2012,ARLOLOAN,,,9.49E+14,X0025,X0259,2,,55,1,,H38
693,5/22/2012,ARLOANHH,,,9.49E+14,W045,S6183,2,,80,1,,H38
694,5/22/2012,ARLOLOAN,,,9.49E+14,V162,S6096,2,,78,1,,H38
695,5/23/2012,ARLOAN,,,9.49E+14,V162,S6230,2,,73,1,,H38
696,5/24/2012,ARARLOAN,,,9.49E+14,V162,W9224,2,,86,1,,H38
697,5/24/2012,ARARLOAN,,,9.49E+14,V162,U8242,2,,80,1,,H38
698,5/25/2012,ARLOLOAN,,,9.49E+14,X0025,X0286,3,,70,1,,H38
699,5/25/2012,ARLOANAN,,,9.49E+14,V162,S6094,2,,82,1,,H38
700,5/25/2012,ARARLOAN,,,9.49E+14,V131,W9109,3,,72,1,,H38
701,5/25/2012,ARLOANHH,,,9.49E+14,V131,R5282,3,,75,1,,H38
702,5/25/2012,ARLOANHH,,,,W12,S6248,3,,100,1,,H38
703,5/25/2012,ARLOHHAR,,,9.49E+14,V162,S6072,2,,72,1,,H38
704,5/25/2012,ARLOARHH,,,9.49E+14,W045,N3099,2,,67,1,,H38
705,5/26/2012,ARLOLOAN,,,9.49E+14,X0100,X0262,2,,63,1,,H38
706,5/26/2012,ARARLOAN,,,9.49E+14,W12,W9053,3,,90,1,,H38
707,5/26/2012,ARLOANHH,,,9.49E+14,W12,U8116,3,,90,1,,H38
708,5/27/2012,ARANARHH,,,9.49E+14,V131,W9070,3,,80,1,,H38
709,5/28/2012,ARLOLOAN,,,9.49E+14,X0069,X0271,2,,75,1,,H38
710,5/28/2012,ARARLOAN,,,9.49E+14,UNKNAR,U8020,2,,60,1,,H38
711,5/28/2012,ARLOANHH,,,9.49E+14,V131,S6165,2,,60,1,,H38
712,5/29/2012,ARLOLOAN,,,,X0025,X0266,2,,75,1,,H38
713,5/29/2012,ARLOANHH,,,9.49E+14,V131,S6197,3,,75,1,,H38
714,5/29/2012,ARARLOAN,,,9.49E+14,V162,W9077,3,,82,1,,H38
715,5/29/2012,ARLOHHAR,,,9.49E+14,UNKNAR,U8190,3,,75,1,,H38
716,5/29/2012,ARARLOAN,,,9.49E+14,UNKNAR,W9157,3,,80,3,,H38
717,5/30/2012,ARLOLOHH,,,9.49E+14,V162,S6093,3,,75,1,,H38
718,5/30/2012,ARLOANHH,,,9.49E+14,V131,S6164,3,,72,1,,H38
719,5/31/2012,ARARLOAN,,,9.49E+14,UNKNAR,W9187,2,,82,1,,H38
720,5/31/2012,ARLOANAN,,,9.49E+14,V162,S6266,2,,75,1,,H38
721,6/1/2012,ARLOLOAN,,,9.49E+14,X0069,X0087,3,,60,1,,H38
722,6/1/2012,ARARLOAN,,,9.49E+14,W045,U8044,3,,85,1,,H38
723,6/2/2012,ARLOANAN,,,9.49E+14,V131,U8302,2,,85,1,,H38
724,6/2/2012,ARLOLOAR,,,9.49E+14,X0100,X0180,2,,75,1,,H38
725,6/2/2012,ARLOLOAR,,,9.49E+14,X0069,X0089,3,,75,1,,H38
726,6/2/2012,ARLOANAR,,,9.49E+14,V131,N3326,2,,60,1,,H38
727,6/2/2012,ARLOARHH,,,9.49E+14,V162,S6122,3,,65,1,,H38
728,6/4/2012,ARLOANHH,,,9.49E+14,W12,P4108,3,,75,1,,H38
729,6/4/2012,ARANLOHH,,,9.49E+14,UNKNAR,W9076,3,,82,1,,H38
730,6/5/2012,ARLOHHAN,,,9.49E+14,V162,N3087,3,,75,1,,H38
731,6/6/2012,ARLOAN,,,9.49E+14,V162,S6115,2,,80,1,,H38
732,6/9/2012,ARARLOAN,,,9.49E+14,UNKNAR,U8278,3,,85,1,,H38
733,6/9/2012,ARANARHP,,,9.49E+14,UNKNAR,W9122,3,,80,1,,H38
734,6/9/2012,ARARANAN,,,9.49E+14,V131,W9216,2,,70,1,,H38
735,6/12/2012,ARLOLOAN,,,9.49E+14,X0100,X0290,2,,70,1,,H38
736,6/12/2012,ARLOANAN,,,9.49E+14,W12,S6124,2,,72,1,,H38
737,6/17/2012,ARARLOAN,,,9.49E+14,UNKNAR,W9148,2,,58,1,,H38
738,6/17/2012,ARLOANHH,,,9.49E+14,W12,U8082,2,,75,1,,H38
739,6/23/2012,ARARLOAN,,,9.49E+14,V162,W9069,3,,70,1,,H38
740,6/24/2012,ARLOANAN,,,9.49E+14,V162,S6273,3,,80,1,,H38
