HerdID,cowID,birthdate,breed,regnum,regname,elecID,sire,dam,notes,enteredherd,calfid,source,active,dateculled,reasonculled,commentsculled,mpda,comments,chaps_id
H38,Y1209,2011-04-15,LOANANHH,,,,UNKNLO,W9083,SOLD 11/14/2013,,Y1209,R,C,2013-11-14,K,OPEN,94.30134608,,10208
H38,Y1229,2011-03-30,LO,,,982000128138579,UNKNLO,1006,PURCHASED 02/22/2012 FROM CGREC,2012-02-22,,P,A,,,,93.72302075,,10209
H38,Y1230,2011-04-03,LO,,,982000128138751,UNKNLO,1019,"PURCHASED 02/22/2012 FROM CGREC
SOLD 12/11/2014",2012-02-22,,P,A,,,,96.72897723,,10210
H38,Y1232,2011-04-04,LO,,,982000128138623,UNKNLO,1027,"PURCHASED 02/22/2012 FROM CGREC
COW DIED 06/06/2013",,,P,C,2013-06-06,G,DIED BIRTHING,0,,10211
H38,Y1234,2011-04-07,LO,,,982000128138722,UNKNLO,1038,PURCHASED 02/22/2012 FROM CGREC,,,P,A,,,,99.05229922,,10212
H38,Y1235,2011-04-07,LO,,,982000128138672,UNKNLO,1039,"PURCHASED 02/22/2012 FROM CGREC
SOLD 12/11/2014",,,P,A,,,,95.396484,,10213
H38,Y1242,2011-04-20,LO,,,982000128138591,UNKNLO,1140,PURCHASED 02/22/2012 FROM CGREC,,,P,A,,,,96.27489233,,10214
H38,Y1251,2011-04-30,LO,,,982000128138489,UNKNLO,1305,"PURCHASED 02/22/2012 FROM CGREC 
SOLD 11/14/2013",,,P,C,2013-11-14,J,WILD,0,,10215
H38,Y1253,2011-05-05,LO,,,982000128138966,UNKNLO,1349,PURCHASED 02/22/2012 FROM CGREC,,,P,A,,,,93.75706482,,10216
H38,Z2061,2012-05-21,LOANGV,,006Z5ID,982000172933956,UNKNLO,X0002,,,Z2061,R,A,,,,102.2840129,,10217
H38,Z2083,2012-05-24,LOANARMX,,006Z5ID,982000172933942,6T,X0181,,,Z2083,R,A,,,,,,10218
H38,Z2084,2012-05-24,LOSHAR,,006Z5ID,982000172933976,30T,X0104,SOLD 11/20/2014,,Z2084,R,A,,,,,,10219
H38,Z2111,2012-05-27,LOARGV,,006Z5ID,982000172933957,UNKNLO,X0084,,,Z2111,R,A,,,,98.5201319,,10220
H38,Z2198,2012-06-17,LOSHAN,,006Z5ID,982000172933934,6T,X0199,SOLD 11/20/2014,,Z2198,R,A,,,,94.39549303,,10221
H38,Z2202,2012-06-18,LOARGV,,006Z5ID,982000172933964,UNKNLO,X0043,,,Z2202,R,A,,,,95.20399408,,10222
