chaps_id,CalfID,entry_date,weight,hip_height,frame_score,back_fat,rib_eye,marbling,stage
658,Z014,,0,0,0,0,0,0,I
659,Z015,,0,0,0,0,0,0,I
660,Z016,,0,0,0,0,0,0,I
661,Z017,,0,0,0,0,0,0,I
662,Z018,,0,0,0,0,0,0,I
663,Z019,,0,0,0,0,0,0,I
664,Z020,,0,0,0,0,0,0,I
665,Z2001,,0,0,0,0,0,0,I
666,Z2003,2013-04-24,570,0,0,0,0,0,I
667,Z2005,2013-04-24,574,0,0,0,0,0,I
668,Z2012,,0,0,0,0,0,0,I
669,Z2019,2013-04-24,634,0,0,0,0,0,I
670,Z2024,,0,0,0,0,0,0,I
671,Z2025,,0,0,0,0,0,0,I
672,Z2026,2013-04-24,626,0,0,0,0,0,I
673,Z2027,,0,0,0,0,0,0,I
674,Z2030,,0,0,0,0,0,0,I
675,Z2031,2013-04-24,526,0,0,0,0,0,I
676,Z2032,2013-04-24,690,0,0,0,0,0,I
677,Z2033,,0,0,0,0,0,0,I
678,Z2034,,0,0,0,0,0,0,I
679,Z2037,,0,0,0,0,0,0,I
680,Z2042,2013-04-24,706,0,0,0,0,0,I
681,Z2043,2013-04-24,590,0,0,0,0,0,I
682,Z2046,2013-04-24,640,0,0,0,0,0,I
683,Z2047,,0,0,0,0,0,0,I
684,Z2051,2013-04-24,588,0,0,0,0,0,I
685,Z2052,2013-04-24,504,0,0,0,0,0,I
686,Z2053,2013-04-24,560,0,0,0,0,0,I
687,Z2056,2013-04-24,644,0,0,0,0,0,I
688,Z2060,2013-04-24,528,0,0,0,0,0,I
689,Z2062,2013-04-24,542,0,0,0,0,0,I
690,Z2063,2013-04-24,662,0,0,0,0,0,I
691,Z2064,,0,0,0,0,0,0,I
692,Z2070,2013-04-24,618,0,0,0,0,0,I
693,Z2072,2013-04-24,640,0,0,0,0,0,I
694,Z2075,2013-04-24,716,0,0,0,0,0,I
695,Z2081,2013-04-24,626,0,0,0,0,0,I
696,Z2085,2013-04-24,644,0,0,0,0,0,I
697,Z2086,2013-04-24,678,0,0,0,0,0,I
698,Z2091,,0,0,0,0,0,0,I
699,Z2092,2013-04-24,718,0,0,0,0,0,I
700,Z2093,,0,0,0,0,0,0,I
701,Z2096,,0,0,0,0,0,0,I
702,Z2097,,0,0,0,0,0,0,I
703,Z2098,2013-04-24,638,0,0,0,0,0,I
704,Z2099,2013-04-24,596,0,0,0,0,0,I
705,Z2103,2013-04-24,582,0,0,0,0,0,I
706,Z2104,,0,0,0,0,0,0,I
707,Z2105,,0,0,0,0,0,0,I
708,Z2112,,0,0,0,0,0,0,I
709,Z2118,2013-04-24,556,0,0,0,0,0,I
710,Z2119,2013-04-24,614,0,0,0,0,0,I
711,Z2123,2014-04-24,566,0,0,0,0,0,I
712,Z2125,,0,0,0,0,0,0,I
713,Z2127,,0,0,0,0,0,0,I
714,Z2128,,0,0,0,0,0,0,I
715,Z2131,,0,0,0,0,0,0,I
716,Z2133,,0,0,0,0,0,0,I
717,Z2134,,0,0,0,0,0,0,I
718,Z2140,,0,0,0,0,0,0,I
719,Z2144,2013-04-24,668,0,0,0,0,0,I
720,Z2145,2013-04-24,580,0,0,0,0,0,I
721,Z2151,,0,0,0,0,0,0,I
722,Z2154,,0,0,0,0,0,0,I
723,Z2155,2013-04-24,654,0,0,0,0,0,I
724,Z2157,2013-04-24,652,0,0,0,0,0,I
725,Z2161,,0,0,0,0,0,0,I
726,Z2163,2013-04-24,548,0,0,0,0,0,I
727,Z2164,,0,0,0,0,0,0,I
728,Z2171,,0,0,0,0,0,0,I
729,Z2173,,0,0,0,0,0,0,I
730,Z2176,,0,0,0,0,0,0,I
731,Z2177,2013-04-24,606,0,0,0,0,0,I
732,Z2180,,0,0,0,0,0,0,I
733,Z2181,,0,0,0,0,0,0,I
734,Z2182,2013-04-24,592,0,0,0,0,0,I
735,Z2189,2013-04-24,450,0,0,0,0,0,I
736,Z2192,2013-04-24,554,0,0,0,0,0,I
737,Z2200,2013-04-24,504,0,0,0,0,0,I
738,Z2201,2013-04-24,620,0,0,0,0,0,I
739,Z2208,,0,0,0,0,0,0,I
740,Z2214,,0,0,0,0,0,0,I
741,Z2222,,0,0,0,0,0,0,I
742,ZMS06,,0,0,0,0,0,0,I
743,ZMS07,,0,0,0,0,0,0,I
744,ZMS09,,0,0,0,0,0,0,I
745,ZMS11,,0,0,0,0,0,0,I
746,ZMSNC2,,0,0,0,0,0,0,I
